"","opp_team","week","opp_sacks","year","opp_hur","team","L3_sacks","L3_hurries"
"4681","Arkansas",6,0,2021,4,"Ole Miss",1.75,3.25
"4682","Arkansas State",6,0,2021,0,"Coastal Carolina",2,0.5
"4683","Auburn",6,1,2021,1,"Georgia",2,3.5
"4684","Ball State",6,4,2021,2,"Western Michigan",1.75,0.5
"4685","Baylor",6,6,2021,6,"West Virginia",1.25,2.5
"4686","Boise State",6,1,2021,3,"BYU",2.5,1.75
"4687","Bowling Green",6,4,2021,1,"Akron",2.25,2.25
"4688","Buffalo",6,1,2021,1,"Kent State",2.75,1.75
"4689","BYU",6,1,2021,6,"Boise State",2,1.5
"4690","Central Michigan",6,2,2021,3,"Ohio",1.5,2.5
"4691","Charlotte",6,5,2021,0,"Florida International",1,3.75
"4692","Cincinnati",6,6,2021,4,"Temple",1.5,3.75
"4693","Coastal Carolina",6,4,2021,2,"Arkansas State",3,2.5
"4694","Colorado State",6,3,2021,1,"San José State",3,3.5
"4695","Duke",6,1,2021,2,"Georgia Tech",2.25,3.75
"4696","East Carolina",6,2,2021,0,"UCF",2.75,3.75
"4697","Eastern Michigan",6,3,2021,17,"Miami (OH)",1.5,1
"4698","Florida",6,3,2021,11,"Vanderbilt",2.75,2.75
"4699","Florida Atlantic",6,1,2021,2,"UAB",1,3
"4700","Florida International",6,3,2021,2,"Charlotte",1.5,0.5
"4701","Florida State",6,1,2021,2,"North Carolina",2.5,4.25
"4702","Georgia",6,4,2021,6,"Auburn",2.5,0.25
"4703","Georgia Southern",6,4,2021,3,"Troy",2.75,3
"4704","Georgia State",6,3,2021,0,"Louisiana Monroe",1.75,2.5
"4705","Georgia Tech",6,1,2021,3,"Duke",2.75,1.75
"4706","Houston",6,8,2021,0,"Tulane",3.5,3
"4707","Illinois",6,0,2021,4,"Wisconsin",2.25,0.25
"4708","Iowa",6,1,2021,7,"Penn State",3,2.25
"4709","Kent State",6,2,2021,3,"Buffalo",2,1
"4710","Kentucky",6,4,2021,1,"LSU",0.75,5
"4711","Liberty",6,3,2021,4,"Middle Tennessee",4,1
"4712","Louisiana Monroe",6,0,2021,1,"Georgia State",2.5,1.75
"4713","Louisville",6,5,2021,0,"Virginia",2.75,2
"4714","LSU",6,1,2021,2,"Kentucky",3.5,2.75
"4715","Marshall",6,4,2021,11,"Old Dominion",2.75,8.75
"4716","Maryland",6,1,2021,0,"Ohio State",3.75,1
"4717","Memphis",6,0,2021,0,"Tulsa",1.5,4.25
"4718","Miami (OH)",6,6,2021,2,"Eastern Michigan",2,2.5
"4719","Michigan",6,1,2021,0,"Nebraska",3,2.5
"4720","Michigan State",6,4,2021,3,"Rutgers",3.75,3.25
"4721","Middle Tennessee",6,3,2021,1,"Liberty",1.5,6.5
"4722","Missouri",6,3,2021,1,"North Texas",1.25,2
"4723","Navy",6,1,2021,2,"SMU",1,3.25
"4724","Nebraska",6,1,2021,4,"Michigan",1.75,3.25
"4725","Nevada",6,6,2021,3,"New Mexico State",4,1.75
"4726","New Mexico",6,0,2021,0,"San Diego State",1.5,1.5
"4727","North Carolina",6,0,2021,0,"Florida State",2.5,3.5
"4728","Northern Illinois",6,0,2021,10,"Toledo",1.75,3.5
"4729","North Texas",6,1,2021,0,"Missouri",2.25,1.25
"4730","Notre Dame",6,1,2021,7,"Virginia Tech",2.5,5.5
"4731","Ohio",6,1,2021,3,"Central Michigan",1.75,2.25
"4732","Ohio State",6,5,2021,1,"Maryland",3,3
"4733","Oklahoma",6,4,2021,7,"Texas",2.75,2.5
"4734","Ole Miss",6,1,2021,1,"Arkansas",3,3.75
"4735","Oregon State",6,1,2021,1,"Washington State",2.75,6
"4736","Penn State",6,3,2021,6,"Iowa",1.5,2.5
"4737","Rutgers",6,0,2021,1,"Michigan State",2.75,1
"4738","San Diego State",6,4,2021,1,"New Mexico",3.5,4.25
"4739","San José State",6,1,2021,1,"Colorado State",2.5,1.25
"4740","SMU",6,3,2021,1,"Navy",1.75,3.75
"4741","South Alabama",6,3,2021,3,"Texas State",3,2.25
"4742","South Carolina",6,6,2021,1,"Tennessee",2,1.75
"4743","Southern Mississippi",6,0,2021,2,"UTEP",2.25,2
"4744","Stanford",6,2,2021,0,"Arizona State",1.75,2.5
"4745","Syracuse",6,3,2021,3,"Wake Forest",5,0.75
"4746","TCU",6,1,2021,1,"Texas Tech",1.25,3.5
"4747","Temple",6,1,2021,0,"Cincinnati",2.25,1.25
"4748","Tennessee",6,4,2021,2,"South Carolina",2,4.25
"4749","Texas",6,3,2021,4,"Oklahoma",1.5,1.25
"4750","Texas A&M",6,4,2021,5,"Alabama",2.5,3.25
"4751","Texas State",6,1,2021,3,"South Alabama",1,2.75
"4752","Texas Tech",6,0,2021,1,"TCU",1.75,5
"4753","Toledo",6,1,2021,2,"Northern Illinois",3,3
"4754","Troy",6,6,2021,3,"Georgia Southern",4.75,1.25
"4755","Tulane",6,2,2021,0,"Houston",3,3
"4756","Tulsa",6,3,2021,4,"Memphis",2.25,1.5
"4757","UAB",6,8,2021,4,"Florida Atlantic",1,1.5
"4758","UCF",6,4,2021,1,"East Carolina",0.5,4.75
"4759","UCLA",6,3,2021,1,"Arizona",2.25,1.75
"4760","UMass",6,2,2021,0,"Connecticut",0.5,0.25
"4761","USC",6,2,2021,0,"Utah",2,1
"4762","Utah",6,2,2021,0,"USC",3,1.25
"4763","UTEP",6,5,2021,1,"Southern Mississippi",2.75,4.25
"4764","UT San Antonio",6,1,2021,3,"Western Kentucky",3.25,5
"4765","Vanderbilt",6,0,2021,6,"Florida",0.75,2
"4766","Virginia",6,0,2021,3,"Louisville",2,2
"4767","Virginia Tech",6,2,2021,2,"Notre Dame",3.25,2.75
"4768","Wake Forest",6,3,2021,2,"Syracuse",4,1
"4769","Washington State",6,1,2021,3,"Oregon State",2,3.5
"4770","Western Kentucky",6,0,2021,3,"UT San Antonio",1.25,2.25
"4771","Western Michigan",6,1,2021,0,"Ball State",4,3.75
"4772","West Virginia",6,0,2021,0,"Baylor",3.75,2.75
"4773","Wyoming",6,1,2021,0,"Air Force",3.75,3.75
"4774","Wisconsin",6,1,2021,5,"Illinois",2.5,1.5
"4775","Connecticut",6,0,2021,0,"UMass",1,1.25
"4776","New Mexico State",6,4,2021,1,"Nevada",1.75,3
"4777","Old Dominion",6,3,2021,8,"Marshall",1.75,1.75
"4778","Air Force",7,2,2021,4,"Boise State",2.5,2.25
"4779","Alabama",7,7,2021,2,"Mississippi State",1.25,5
"4780","Akron",7,1,2021,2,"Miami (OH)",2.75,1
"4781","Appalachian State",7,1,2021,4,"Louisiana",2.75,4.5
"4782","Arizona",7,1,2021,3,"Colorado",1.5,0.75
"4783","Arizona State",7,0,2021,1,"Utah",3.5,2
"4784","Arkansas",7,0,2021,0,"Auburn",1.25,3.5
"4785","Army",7,1,2021,0,"Wisconsin",2.5,1.75
"4786","Auburn",7,3,2021,3,"Arkansas",1.75,2.75
"4787","Ball State",7,3,2021,8,"Eastern Michigan",2,0.75
"4788","Baylor",7,5,2021,4,"BYU",2.25,3.25
"4789","Boise State",7,2,2021,0,"Air Force",2.5,2.5
"4790","Boston College",7,1,2021,2,"NC State",1.25,1.25
"4791","Bowling Green",7,0,2021,0,"Northern Illinois",2.75,1.5
"4792","Buffalo",7,1,2021,2,"Ohio",3,1.5
"4793","BYU",7,0,2021,3,"Baylor",1.75,2.75
"4794","California",7,1,2021,0,"Oregon",1.5,3.25
"4795","Central Michigan",7,7.5,2021,1,"Toledo",2,3.25
"4796","Cincinnati",7,1,2021,2,"UCF",2.5,3.25
"4797","Clemson",7,2,2021,4,"Syracuse",3,5.75
"4798","Colorado",7,2,2021,7,"Arizona",0.5,1.75
"4799","Colorado State",7,6,2021,3,"New Mexico",3.75,2.25
"4800","Duke",7,4,2021,2,"Virginia",2.5,3.25
"4801","Eastern Michigan",7,0,2021,5,"Ball State",2,5.25
"4802","Florida",7,1,2021,0,"LSU",2.75,5.25
"4803","Fresno State",7,3,2021,0,"Wyoming",2,0.25
"4804","Georgia",7,3,2021,0,"Kentucky",2.75,1.75
"4805","Georgia Southern",7,2,2021,2,"South Alabama",2.75,3.5
"4806","Hawai'i",7,3,2021,3,"Nevada",2.5,3
"4807","Indiana",7,2,2021,1,"Michigan State",1.25,1.5
"4808","Iowa",7,1,2021,5,"Purdue",2.75,2.75
"4809","Iowa State",7,3,2021,3,"Kansas State",2.25,2.25
"4810","Kansas",7,1,2021,0,"Texas Tech",0.5,1.75
"4811","Kansas State",7,0,2021,1,"Iowa State",2.75,3.75
"4812","Kent State",7,0,2021,0,"Western Michigan",2,1.75
"4813","Kentucky",7,1,2021,0,"Georgia",1.5,3.75
"4814","Liberty",7,6,2021,2,"Louisiana Monroe",3.5,2
"4815","Louisiana",7,2,2021,0,"Appalachian State",2.5,2.25
"4816","Louisiana Monroe",7,4,2021,1,"Liberty",1.5,1.25
"4817","Louisiana Tech",7,1,2021,1,"UTEP",1.5,4.25
"4818","LSU",7,2,2021,2,"Florida",1.75,2.5
"4819","Marshall",7,2,2021,2,"North Texas",3,8.5
"4820","Memphis",7,4,2021,1,"Navy",1,2.75
"4821","Miami",7,4,2021,3,"North Carolina",2.5,2.5
"4822","Miami (OH)",7,3,2021,2,"Akron",3.25,2.75
"4823","Michigan State",7,3,2021,3,"Indiana",4.25,2
"4824","Minnesota",7,2,2021,2,"Nebraska",3,1.75
"4825","Mississippi State",7,2,2021,3,"Alabama",2.5,2.75
"4826","Missouri",7,1,2021,0,"Texas A&M",1.5,2
"4827","Navy",7,0,2021,0,"Memphis",1,2.5
"4828","NC State",7,3,2021,9,"Boston College",1.75,6.25
"4829","Nebraska",7,1,2021,0,"Minnesota",2,2.5
"4830","Nevada",7,5,2021,5,"Hawai'i",5,2.25
"4831","New Mexico",7,4,2021,3,"Colorado State",1.5,1
"4832","North Carolina",7,3,2021,10,"Miami",2.25,3.25
"4833","Northern Illinois",7,1,2021,2,"Bowling Green",1.25,4
"4834","North Texas",7,1,2021,1,"Marshall",1.5,1
"4835","Northwestern",7,4,2021,4,"Rutgers",2,2.5
"4836","Ohio",7,1,2021,0,"Buffalo",1.75,1.75
"4837","Oklahoma",7,0,2021,3,"TCU",2.75,3.75
"4838","Oklahoma State",7,3,2021,4,"Texas",2.75,6.5
"4839","Ole Miss",7,5,2021,0,"Tennessee",2.75,4
"4840","Oregon",7,2,2021,6,"California",1.5,2.25
"4841","Pittsburgh",7,3,2021,3,"Virginia Tech",3.25,5.75
"4842","Purdue",7,4,2021,6,"Iowa",1.5,3
"4843","Rice",7,1,2021,5,"UT San Antonio",2.5,1.75
"4844","Rutgers",7,0,2021,3,"Northwestern",1.5,1.25
"4845","San Diego State",7,2,2021,4,"San José State",3.25,4
"4846","San José State",7,3,2021,6,"San Diego State",2,0.75
"4847","South Alabama",7,4,2021,5,"Georgia Southern",2.75,3
"4848","South Carolina",7,2,2021,8,"Vanderbilt",2.25,1.75
"4849","Southern Mississippi",7,1,2021,0,"UAB",1.75,1
"4850","South Florida",7,0,2021,3,"Tulsa",0.5,1.75
"4851","Stanford",7,1,2021,3,"Washington State",2.25,2.5
"4852","Syracuse",7,2,2021,4,"Clemson",4.75,1.5
"4853","TCU",7,2,2021,0,"Oklahoma",1.25,3
"4854","Tennessee",7,5,2021,5,"Ole Miss",2.5,3.5
"4855","Texas",7,1,2021,6,"Oklahoma State",2.25,1.75
"4856","Texas A&M",7,2,2021,1,"Missouri",3.25,3.25
"4857","Texas State",7,1,2021,1,"Troy",1.25,3
"4858","Texas Tech",7,0,2021,3,"Kansas",1.25,2.75
"4859","Toledo",7,1,2021,0,"Central Michigan",1.75,2
"4860","Troy",7,4,2021,0,"Texas State",5,1.75
"4861","Tulsa",7,3,2021,4,"South Florida",2.75,1.75
"4862","UAB",7,3,2021,0,"Southern Mississippi",3,2.5
"4863","UCF",7,1,2021,2,"Cincinnati",1.5,3
"4864","UCLA",7,2,2021,0,"Washington",2,0.75
"4865","UNLV",7,1,2021,0,"Utah State",0.5,0.25
"4866","Utah",7,5,2021,0,"Arizona State",2.75,1.25
"4867","Utah State",7,1,2021,0,"UNLV",1.25,2.5
"4868","UTEP",7,4,2021,4,"Louisiana Tech",2.5,3.25
"4869","UT San Antonio",7,3,2021,3,"Rice",3.5,5.25
"4870","Vanderbilt",7,1,2021,4,"South Carolina",0.75,2.5
"4871","Virginia",7,1,2021,1,"Duke",1.25,1.75
"4872","Virginia Tech",7,1,2021,4,"Pittsburgh",2.25,2.25
"4873","Washington",7,0,2021,0,"UCLA",2,1.5
"4874","Washington State",7,4,2021,3,"Stanford",1.75,2.25
"4875","Western Kentucky",7,5,2021,0,"Old Dominion",1,2.25
"4876","Western Michigan",7,6,2021,2,"Kent State",3,2.75
"4877","Wyoming",7,1,2021,0,"Fresno State",3.5,3.75
"4878","Wisconsin",7,1,2021,0,"Army",2.25,2.25
"4879","Connecticut",7,1,2021,23,"Yale",0.25,0.5
"4880","Old Dominion",7,0,2021,3,"Western Kentucky",1.75,3.5
"4881","Air Force",8,1,2021,1,"San Diego State",2.5,2.5
"4882","Alabama",8,3,2021,0,"Tennessee",2.75,4.5
"4883","Akron",8,0,2021,0,"Buffalo",2.25,1.25
"4884","Appalachian State",8,4,2021,4,"Coastal Carolina",2.5,4.75
"4885","Arizona",8,4,2021,1,"Washington",1.25,1.5
"4886","Arkansas",8,3,2021,5,"Arkansas-Pine Bluff",0.75,3
"4887","Arkansas State",8,2,2021,2,"Louisiana",1,0.25
"4888","Army",8,0,2021,1,"Wake Forest",2,1
"4889","Ball State",8,1,2021,0,"Miami (OH)",2.5,2.75
"4890","Boston College",8,0,2021,1,"Louisville",1.5,1.75
"4891","Bowling Green",8,1,2021,2,"Eastern Michigan",2,0.5
"4892","Buffalo",8,11,2021,0,"Akron",2.5,2
"4893","BYU",8,1,2021,0,"Washington State",1.25,3.25
"4894","California",8,6,2021,4,"Colorado",1,2
"4895","Central Michigan",8,2,2021,0,"Northern Illinois",3.625,2.75
"4896","Charlotte",8,1,2021,1,"Florida Atlantic",1.75,2.5
"4897","Cincinnati",8,1,2021,1,"Navy",2.5,3.5
"4898","Clemson",8,2,2021,6,"Pittsburgh",3.25,5
"4899","Coastal Carolina",8,0,2021,2,"Appalachian State",2.5,2.25
"4900","Colorado",8,1,2021,1,"California",0.75,2.5
"4901","Colorado State",8,8,2021,0,"Utah State",4.5,2
"4902","East Carolina",8,5,2021,2,"Houston",2.5,3.5
"4903","Eastern Michigan",8,1,2021,4,"Bowling Green",1.75,6.5
"4904","Florida Atlantic",8,3,2021,12,"Charlotte",1,3
"4905","Florida International",8,2,2021,0,"Western Kentucky",1.25,0.75
"4906","Florida State",8,4,2021,2,"UMass",1.5,3.5
"4907","Fresno State",8,5,2021,1,"Nevada",2,0.25
"4908","Georgia State",8,5,2021,6,"Texas State",2,1.75
"4909","Georgia Tech",8,1,2021,1,"Virginia",2.5,2
"4910","Hawai'i",8,0,2021,5,"New Mexico State",3,2.75
"4911","Houston",8,5,2021,2,"East Carolina",4.5,2.5
"4912","Illinois",8,4,2021,1,"Penn State",2.25,1.25
"4913","Indiana",8,1,2021,0,"Ohio State",1.25,1.5
"4914","Iowa State",8,3,2021,2,"Oklahoma State",2,2.5
"4915","Kansas",8,3,2021,1,"Oklahoma",0.5,1.75
"4916","Kansas State",8,3,2021,2,"Texas Tech",1.5,3.5
"4917","Kent State",8,0,2021,3,"Ohio",2,1
"4918","Liberty",8,1,2021,0,"North Texas",3.75,2.5
"4919","Louisiana",8,4,2021,4,"Arkansas State",2.25,2
"4920","Louisiana Monroe",8,4,2021,1,"South Alabama",1.75,1.25
"4921","Louisiana Tech",8,0,2021,5,"UT San Antonio",1,3.25
"4922","Louisville",8,3,2021,3,"Boston College",3.75,0.5
"4923","LSU",8,3,2021,1,"Ole Miss",1,2.75
"4924","Maryland",8,0,2021,0,"Minnesota",3.5,1
"4925","Memphis",8,1,2021,0,"UCF",1.5,2
"4926","Miami",8,1,2021,7,"NC State",3.25,2
"4927","Miami (OH)",8,1,2021,2,"Ball State",3,3
"4928","Michigan",8,1,2021,4,"Northwestern",2.25,1.25
"4929","Middle Tennessee",8,2,2021,4,"Connecticut",2,5.25
"4930","Minnesota",8,2,2021,2,"Maryland",3.5,1.25
"4931","Mississippi State",8,4,2021,4,"Vanderbilt",2,2.25
"4932","Navy",8,1,2021,3,"Cincinnati",0.75,1.75
"4933","NC State",8,4,2021,5,"Miami",2.25,8.25
"4934","Nevada",8,1,2021,0,"Fresno State",4.25,3.25
"4935","New Mexico",8,2,2021,0,"Wyoming",1.75,0.75
"4936","Northern Illinois",8,0,2021,0,"Central Michigan",1.5,4
"4937","North Texas",8,6,2021,9,"Liberty",1.75,1.25
"4938","Northwestern",8,1,2021,0,"Michigan",2.25,2.5
"4939","Notre Dame",8,3,2021,3,"USC",1.5,6.25
"4940","Ohio",8,1,2021,0,"Kent State",1.75,1.25
"4941","Ohio State",8,5,2021,1,"Indiana",4.25,2
"4942","Oklahoma",8,1,2021,3,"Kansas",1.5,3.5
"4943","Oklahoma State",8,2,2021,2,"Iowa State",3,7.25
"4944","Ole Miss",8,5,2021,6,"LSU",2.75,2.25
"4945","Oregon",8,4,2021,2,"UCLA",1.5,3.5
"4946","Oregon State",8,0,2021,6,"Utah",2,4
"4947","Penn State",8,4,2021,1,"Illinois",2,4
"4948","Pittsburgh",8,1,2021,2,"Clemson",2.75,5.75
"4949","Purdue",8,2,2021,0,"Wisconsin",2.5,2.5
"4950","Rice",8,3,2021,2,"UAB",2,2.75
"4951","San Diego State",8,1,2021,0,"Air Force",2.75,4.25
"4952","San José State",8,5,2021,0,"UNLV",2.25,2.25
"4953","SMU",8,1,2021,2,"Tulane",2,3.25
"4954","South Alabama",8,1,2021,2,"Louisiana Monroe",3,4
"4955","South Carolina",8,0,2021,6,"Texas A&M",2.5,3.75
"4956","South Florida",8,1,2021,0,"Temple",0.25,2.25
"4957","Syracuse",8,3,2021,2,"Virginia Tech",3.25,2.25
"4958","TCU",8,1,2021,1,"West Virginia",1.25,2.25
"4959","Temple",8,0,2021,2,"South Florida",1.75,1
"4960","Tennessee",8,2,2021,5,"Alabama",2.75,3.75
