"","opp_team","week","opp_sacks","year","opp_hur","team","L3_sacks","L3_hurries"
"2494","Minnesota",9,2,2019,0,"Maryland",2.75,1
"2495","Mississippi State",9,0,2019,5,"Texas A&M",2.25,2
"2496","Missouri",9,0,2019,0,"Kentucky",1.75,3.75
"2497","Navy",9,4,2019,4,"Tulane",3.5,2.75
"2498","Nebraska",9,2,2019,5,"Indiana",1.5,0.5
"2499","Nevada",9,1,2019,0,"Wyoming",2,0.75
"2500","New Mexico",9,2,2019,0,"Hawai'i",2.5,1
"2501","North Carolina",9,5,2019,4,"Duke",2,2.75
"2502","Northern Illinois",9,2,2019,1,"Akron",1.75,0.75
"2503","North Texas",9,1,2019,2,"Charlotte",1.5,2.75
"2504","Northwestern",9,1,2019,4,"Iowa",1.25,2.25
"2505","Notre Dame",9,2,2019,0,"Michigan",3.5,4.75
"2506","Ohio",9,4,2019,1,"Ball State",1.75,2.75
"2507","Ohio State",9,5,2019,0,"Wisconsin",3.5,1.75
"2508","Oklahoma",9,1,2019,3,"Kansas State",3.25,3
"2509","Oklahoma State",9,2,2019,5,"Iowa State",1.5,2
"2510","Oregon",9,1,2019,4,"Washington State",3,4
"2511","Penn State",9,2,2019,5,"Michigan State",4.25,4.5
"2512","Pittsburgh",9,2,2019,5,"Miami",6,6.75
"2513","Purdue",9,1,2019,0,"Illinois",2,1.25
"2514","Rice",9,0,2019,5,"Southern Mississippi",1.75,4
"2515","Rutgers",9,3,2019,3,"Liberty",0.75,3.5
"2516","San Diego State",9,3,2019,0,"UNLV",1.5,1.25
"2517","San José State",9,5,2019,0,"Army",0.75,0.75
"2518","SMU",9,7,2019,4,"Houston",4.25,1.5
"2519","South Alabama",9,2.5,2019,5,"Appalachian State",1.25,0.75
"2520","South Carolina",9,0,2019,3,"Tennessee",2.75,1.5
"2521","Southern Mississippi",9,8,2019,4,"Rice",1.75,1.5
"2522","South Florida",9,1,2019,1,"East Carolina",2.75,1.5
"2523","Stanford",9,3,2019,6,"Arizona",3.25,3.5
"2524","Syracuse",9,2,2019,1,"Florida State",3.5,4.5
"2525","TCU",9,1,2019,4,"Texas",1.5,3.25
"2526","Temple",9,2,2019,0,"UCF",2.75,6.25
"2527","Tennessee",9,3,2019,5,"South Carolina",2.75,1.5
"2528","Texas",9,2,2019,1,"TCU",0.75,2.25
"2529","Texas A&M",9,2,2019,4,"Mississippi State",1.75,3.5
"2530","Texas State",9,4,2019,0,"Arkansas State",0.75,2.75
"2531","Texas Tech",9,1,2019,0,"Kansas",2.5,4
"2532","Toledo",9,0,2019,1,"Eastern Michigan",2.25,1.75
"2533","Troy",9,1,2019,1,"Georgia State",2.25,2
"2534","Tulane",9,1,2019,2,"Navy",1.25,0.75
"2535","Tulsa",9,0,2019,3,"Memphis",1.25,0.75
"2536","UCF",9,4,2019,0,"Temple",2,4.25
"2537","UCLA",9,1,2019,1,"Arizona State",3,2.25
"2538","UMass",9,0,2019,0,"Connecticut",1.25,1.25
"2539","UNLV",9,2,2019,0,"San Diego State",0.5,0.75
"2540","USC",9,1,2019,2,"Colorado",3,0.25
"2541","Utah",9,3,2019,0,"California",1.5,1.5
"2542","Utah State",9,1,2019,0,"Air Force",2.75,2.25
"2543","UTEP",9,2,2019,3,"Louisiana Tech",0.5,1.5
"2544","Virginia",9,4,2019,2,"Louisville",3.5,1.25
"2545","Washington State",9,3,2019,1,"Oregon",2,3.5
"2546","Western Kentucky",9,1,2019,4,"Marshall",2,4.75
"2547","Western Michigan",9,3,2019,2,"Bowling Green",4,2.25
"2548","Wyoming",9,4,2019,0,"Nevada",2.75,2
"2549","Wisconsin",9,5,2019,0,"Ohio State",5,2.75
"2550","Connecticut",9,1,2019,0,"UMass",2.25,0.75
"2551","New Mexico State",9,0,2019,0,"Georgia Southern",1.25,1.75
"2552","Old Dominion",9,1,2019,2,"Florida Atlantic",1,3.75
"2553","Air Force",10,1,2019,1,"Army",2,1
"2554","Akron",10,1,2019,5,"Bowling Green",0.75,0.25
"2555","Appalachian State",10,0,2019,1,"Georgia Southern",2.25,2.5
"2556","Arizona",10,3,2019,0,"Oregon State",0.75,1
"2557","Arkansas",10,0,2019,0,"Mississippi State",1.75,0.5
"2558","Arkansas State",10,2,2019,0,"Louisiana Monroe",1.5,1
"2559","Army",10,0,2019,0,"Air Force",1,1
"2560","Auburn",10,0,2019,4,"Ole Miss",3,1.5
"2561","Baylor",10,1,2019,5,"West Virginia",4,3
"2562","Boise State",10,1,2019,7,"San José State",2,0
"2563","Boston College",10,3,2019,0,"Syracuse",1.25,1
"2564","Bowling Green",10,6,2019,4,"Akron",1.25,1.75
"2565","Buffalo",10,5,2019,2,"Eastern Michigan",3.5,2.5
"2566","BYU",10,2,2019,6,"Utah State",1,0.25
"2567","Central Michigan",10,2,2019,3,"Northern Illinois",2,3
"2568","Charlotte",10,1,2019,3,"Middle Tennessee",3,0.5
"2569","Cincinnati",10,0,2019,8,"East Carolina",2.75,7.25
"2570","Clemson",10,0,2019,2,"Wofford",3.5,3.5
"2571","Coastal Carolina",10,4,2019,3,"Troy",1.5,1.5
"2572","Colorado",10,2,2019,1,"UCLA",1,3
"2573","Colorado State",10,5,2019,5,"UNLV",2.25,2
"2574","East Carolina",10,1,2019,7,"Cincinnati",2,3
"2575","Eastern Michigan",10,1,2019,2,"Buffalo",0.5,1.5
"2576","Florida",10,0,2019,2,"Georgia",2.25,4.25
"2577","Florida Atlantic",10,2,2019,1,"Western Kentucky",3.5,4.75
"2578","Florida International",10,3,2019,4,"Old Dominion",1.5,2.75
"2579","Florida State",10,2,2019,5,"Miami",2.25,1.75
"2580","Fresno State",10,1,2019,0,"Hawai'i",0.5,1
"2581","Georgia",10,2,2019,1,"Florida",1,0.25
"2582","Georgia Southern",10,1,2019,2,"Appalachian State",1.25,1.25
"2583","Georgia Tech",10,1,2019,1,"Pittsburgh",1.75,2.5
"2584","Hawai'i",10,0,2019,2,"Fresno State",1.5,0
"2585","Houston",10,0,2019,1,"UCF",1.25,4.5
"2586","Illinois",10,3,2019,1,"Rutgers",1.25,0.75
"2587","Indiana",10,1,2019,2,"Northwestern",2.25,2.25
"2588","Kansas",10,1,2019,3,"Kansas State",1.25,1.75
"2589","Kansas State",10,4,2019,1,"Kansas",1.75,1.75
"2590","Liberty",10,5,2019,0,"UMass",3.25,1.25
"2591","Louisiana",10,0,2019,7,"Texas State",2.5,1.75
"2592","Louisiana Monroe",10,4,2019,0,"Arkansas State",2.25,2.75
"2593","Marshall",10,3,2019,3,"Rice",5.25,5.5
"2594","Maryland",10,0,2019,0,"Michigan",1.25,1.75
"2595","Memphis",10,3,2019,5,"SMU",1.75,4.5
"2596","Miami",10,9,2019,2,"Florida State",3.5,4
"2597","Michigan",10,4,2019,0,"Maryland",4.5,3.5
"2598","Middle Tennessee",10,1,2019,3,"Charlotte",0.5,5.5
"2599","Mississippi State",10,0,2019,3,"Arkansas",1.5,2
"2600","Navy",10,3,2019,7,"Connecticut",3.75,3.5
"2601","NC State",10,2,2019,3,"Wake Forest",4.5,2.75
"2602","Nebraska",10,3,2019,0,"Purdue",1.5,1.5
"2603","Nevada",10,2,2019,0,"New Mexico",1.5,0.25
"2604","New Mexico",10,2,2019,0,"Nevada",3,0.75
"2605","North Carolina",10,3,2019,3,"Virginia",2.75,3.25
"2606","Northern Illinois",10,0,2019,1,"Central Michigan",1.75,1
"2607","North Texas",10,4,2019,1,"UTEP",1,2
"2608","Northwestern",10,2,2019,0,"Indiana",1,2.5
"2609","Notre Dame",10,4,2019,3,"Virginia Tech",4,4.75
"2610","Oklahoma State",10,5,2019,8,"TCU",2,2.75
"2611","Ole Miss",10,1,2019,0,"Auburn",2.5,3.5
"2612","Oregon",10,3,2019,0,"USC",2,4
"2613","Oregon State",10,4,2019,0,"Arizona",3.5,1.75
"2614","Pittsburgh",10,2,2019,2,"Georgia Tech",5,6.25
"2615","Purdue",10,1,2019,0,"Nebraska",1.25,1.25
"2616","Rice",10,3,2019,0,"Marshall",1.25,3.75
"2617","Rutgers",10,2,2019,0,"Illinois",1.25,4.25
"2618","San José State",10,3,2019,0,"Boise State",2,0.5
"2619","SMU",10,4,2019,3,"Memphis",5.25,1.75
"2620","South Carolina",10,2,2019,2,"Vanderbilt",2.25,2
"2621","Syracuse",10,0,2019,1,"Boston College",3.25,2.75
"2622","TCU",10,3,2019,0,"Oklahoma State",1.5,3.5
"2623","Tennessee",10,3,2019,2,"UAB",3,1.5
"2624","Texas A&M",10,4,2019,7,"UT San Antonio",2,3.5
"2625","Texas State",10,0,2019,4,"Louisiana",1.75,2.5
"2626","Troy",10,2,2019,5,"Coastal Carolina",2,1.75
"2627","Tulane",10,4,2019,3,"Tulsa",0.75,1.25
"2628","Tulsa",10,0,2019,0,"Tulane",1,1.25
"2629","UAB",10,2,2019,3,"Tennessee",3.25,5.75
"2630","UCF",10,5,2019,3,"Houston",2.75,2.25
"2631","UCLA",10,4,2019,2,"Colorado",2.75,1.5
"2632","UMass",10,0,2019,0,"Liberty",1,1.25
"2633","UNLV",10,0,2019,4,"Colorado State",1,0.75
"2634","USC",10,2,2019,0,"Oregon",2.75,0.75
"2635","Utah",10,2,2019,0,"Washington",2,1.5
"2636","Utah State",10,0,2019,2,"BYU",2,2
"2637","UTEP",10,1,2019,2,"North Texas",1,1.75
"2638","UT San Antonio",10,3,2019,1,"Texas A&M",1.5,2
"2639","Vanderbilt",10,0,2019,2,"South Carolina",2.25,2
"2640","Virginia",10,2,2019,2,"North Carolina",3,1.75
"2641","Virginia Tech",10,1,2019,3,"Notre Dame",3.75,6.75
"2642","Wake Forest",10,2,2019,5,"NC State",1.25,3
"2643","Washington",10,4,2019,0,"Utah",1.5,0.25
"2644","Western Kentucky",10,1,2019,5,"Florida Atlantic",1.5,5.25
"2645","West Virginia",10,8,2019,1,"Baylor",2.25,0
"2646","Connecticut",10,1,2019,1,"Navy",2,0.75
"2647","Old Dominion",10,4,2019,4,"Florida International",1,3.25
"2648","Alabama",11,5,2019,7,"LSU",2.5,5.25
"2649","Appalachian State",11,3,2019,3,"South Carolina",1.75,2.5
"2650","Arizona State",11,1,2019,0,"USC",2,0.25
"2651","Arkansas",11,0,2019,2,"Western Kentucky",0.75,0.25
"2652","Army",11,3,2019,2,"UMass",0.5,1
"2653","Ball State",11,1,2019,0,"Western Michigan",2,2
"2654","Baylor",11,3,2019,4,"TCU",3.5,2.5
"2655","Boise State",11,3,2019,0,"Wyoming",2,1.75
"2656","Boston College",11,0,2019,1,"Florida State",1.5,0.25
"2657","BYU",11,1,2019,1,"Liberty",1.5,1.75
"2658","California",11,2,2019,2,"Washington State",2.25,2.5
"2659","Charlotte",11,1,2019,1,"UTEP",2.25,1.25
"2660","Cincinnati",11,4,2019,0,"Connecticut",2.25,5
"2661","Clemson",11,2,2019,2,"NC State",2.75,3.75
"2662","Coastal Carolina",11,0,2019,2,"Louisiana",2,2.25
"2663","Colorado",11,2,2019,3,"Stanford",1.5,2.25
"2664","Duke",11,1,2019,4,"Notre Dame",2.75,4.75
"2665","East Carolina",11,1,2019,2,"SMU",1.25,3.25
"2666","Florida",11,6,2019,4,"Vanderbilt",1.25,3
"2667","Florida Atlantic",11,0,2019,5,"Florida International",3.25,2.75
"2668","Florida International",11,0,2019,6,"Florida Atlantic",1.75,1.75
"2669","Florida State",11,1,2019,0,"Boston College",2.25,2.5
"2670","Fresno State",11,1,2019,1,"Utah State",0.5,0.5
"2671","Georgia",11,2,2019,0,"Missouri",1.5,0.5
"2672","Georgia Southern",11,0,2019,1,"Troy",1.5,1.75
"2673","Georgia State",11,0,2019,1,"Louisiana Monroe",2,0.25
"2674","Georgia Tech",11,2,2019,0,"Virginia",1.75,2
"2675","Hawai'i",11,1,2019,0,"San José State",0.75,0.5
"2676","Illinois",11,0,2019,5,"Michigan State",1.75,1
"2677","Iowa",11,1,2019,0,"Wisconsin",2.75,3.75
"2678","Iowa State",11,3,2019,2,"Oklahoma",1.75,0.75
"2679","Kansas State",11,2,2019,0,"Texas",2.25,1.5
"2680","Kent State",11,1,2019,1,"Toledo",1.5,0.5
"2681","Kentucky",11,1,2019,0,"Tennessee",2.5,2.75
"2682","Liberty",11,1,2019,1,"BYU",4,1.25
"2683","Louisiana",11,2,2019,2,"Coastal Carolina",2,2.75
"2684","Louisiana Monroe",11,1,2019,3,"Georgia State",2.25,1.5
"2685","Louisiana Tech",11,1,2019,1,"North Texas",2.25,3.5
"2686","Louisville",11,1,2019,3,"Miami",1.75,3.75
"2687","LSU",11,1,2019,5,"Alabama",2.25,3
"2688","Maryland",11,2,2019,0,"Ohio State",0.5,0
"2689","Miami",11,3,2019,3,"Louisville",5.25,3.75
"2690","Miami (OH)",11,3,2019,2,"Ohio",2.25,2.5
"2691","Michigan State",11,3,2019,12,"Illinois",1.75,3
"2692","Minnesota",11,2,2019,0,"Penn State",2.75,1
"2693","Missouri",11,1,2019,0,"Georgia",0.75,2.5
"2694","NC State",11,1,2019,3,"Clemson",4.5,2.5
"2695","Nevada",11,2,2019,0,"San Diego State",1.5,0.25
"2696","North Texas",11,3,2019,1,"Louisiana Tech",1.5,2
"2697","Northwestern",11,2,2019,3,"Purdue",1.25,2.25
"2698","Notre Dame",11,1,2019,4,"Duke",3,4.25
"2699","Ohio",11,2,2019,1,"Miami (OH)",2,2
"2700","Ohio State",11,7,2019,0,"Maryland",3.5,1.5
"2701","Oklahoma",11,0,2019,6,"Iowa State",3.25,2.25
"2702","Ole Miss",11,4,2019,3,"New Mexico State",2.25,3
"2703","Oregon State",11,0,2019,3,"Washington",4,1.5
"2704","Penn State",11,1,2019,0,"Minnesota",3.75,5
"2705","Purdue",11,0,2019,1,"Northwestern",1.25,0.5
"2706","San Diego State",11,2,2019,0,"Nevada",2.25,1.25
"2707","San José State",11,0,2019,0,"Hawai'i",2.75,0.25
"2708","SMU",11,2,2019,3,"East Carolina",3.75,2.5
"2709","South Alabama",11,2,2019,1,"Texas State",1.625,1.75
"2710","South Carolina",11,2,2019,0,"Appalachian State",1.75,1.25
"2711","Southern Mississippi",11,4,2019,2,"UAB",3.5,2.25
"2712","South Florida",11,2,2019,0,"Temple",3,1.5
"2713","Stanford",11,1,2019,2,"Colorado",3,4.5
"2714","TCU",11,3,2019,0,"Baylor",1.75,2.5
"2715","Temple",11,8,2019,0,"South Florida",2.5,5
"2716","Tennessee",11,2,2019,0,"Kentucky",3.75,2
"2717","Texas",11,3,2019,4,"Kansas State",0.75,2.25
"2718","Texas State",11,2,2019,1,"South Alabama",1.25,2.5
"2719","Texas Tech",11,2,2019,0,"West Virginia",2.5,3
"2720","Toledo",11,2,2019,0,"Kent State",1.75,1.25
"2721","Troy",11,9,2019,2,"Georgia Southern",1.75,2.25
"2722","Tulsa",11,5,2019,1,"UCF",0.5,1
"2723","UAB",11,4,2019,1,"Southern Mississippi",3.25,6
"2724","UCF",11,1,2019,0,"Tulsa",3.25,2.75
"2725","UMass",11,0,2019,0,"Army",0.5,1.25
"2726","USC",11,1,2019,0,"Arizona State",2.75,0.75
"2727","Utah State",11,1,2019,0,"Fresno State",1.5,1.25
"2728","UTEP",11,1,2019,4,"Charlotte",1,1.75
"2729","UT San Antonio",11,3,2019,5,"Old Dominion",2.25,1.75
"2730","Vanderbilt",11,2,2019,1,"Florida",1.5,1.75
"2731","Virginia",11,0,2019,0,"Georgia Tech",2.5,1.5
"2732","Virginia Tech",11,3,2019,7,"Wake Forest",4,6.25
"2733","Wake Forest",11,2,2019,1,"Virginia Tech",1.25,3.75
"2734","Washington",11,4,2019,2,"Oregon State",2.25,0.25
"2735","Washington State",11,2,2019,1,"California",2.5,1.5
"2736","Western Kentucky",11,2,2019,5,"Arkansas",1,4.75
"2737","Western Michigan",11,2,2019,3,"Ball State",4,2
"2738","West Virginia",11,0,2019,0,"Texas Tech",3.75,0.25
"2739","Wyoming",11,2,2019,0,"Boise State",2,0.25
"2740","Wisconsin",11,1,2019,4,"Iowa",5,1
"2741","Connecticut",11,1,2019,1,"Cincinnati",1.25,0.25
"2742","New Mexico State",11,0,2019,0,"Ole Miss",1.25,1.75
"2743","Old Dominion",11,3,2019,2,"UT San Antonio",1.75,3.5
"2744","Air Force",12,8,2019,3,"Colorado State",2,1.25
"2745","Alabama",12,1,2019,4,"Mississippi State",3.5,5.5
"2746","Akron",12,0,2019,2,"Eastern Michigan",1,1.5
"2747","Appalachian State",12,1,2019,2,"Georgia State",1.75,2.25
"2748","Arizona",12,3,2019,2,"Oregon",1.5,0.25
"2749","Arizona State",12,3,2019,1,"Oregon State",1.5,0.25
"2750","Arkansas State",12,2,2019,1,"Coastal Carolina",1.5,0.25
"2751","Army",12,3,2019,2,"VMI",0.75,0.5
"2752","Auburn",12,1,2019,5,"Georgia",2.5,2.25
"2753","Ball State",12,1,2019,1,"Central Michigan",2,1.25
"2754","Baylor",12,4,2019,4,"Oklahoma",2.75,3.5
"2755","Boise State",12,4,2019,0,"New Mexico",1.5,1.75
"2756","Bowling Green",12,1,2019,0,"Miami (OH)",2.75,2.5
"2757","Buffalo",12,5,2019,5,"Kent State",4.5,2.25
"2758","BYU",12,0,2019,1,"Idaho State",1.25,1.75
"2759","California",12,3,2019,1,"USC",2.25,2.25
"2760","Central Michigan",12,1,2019,2,"Ball State",1.25,2.75
"2761","Cincinnati",12,1,2019,0,"South Florida",2.5,3.75
"2762","Clemson",12,2,2019,1,"Wake Forest",2.5,2.75
"2763","Coastal Carolina",12,2,2019,0,"Arkansas State",1.75,2.25
"2764","Colorado State",12,0,2019,2,"Air Force",3.25,2
"2765","Duke",12,1,2019,3,"Syracuse",2.25,4.75
"2766","Eastern Michigan",12,2,2019,4,"Akron",0.75,2
"2767","Florida",12,3,2019,3,"Missouri",2.25,3.25
"2768","Florida State",12,2,2019,2,"Alabama State",2.5,2.5
"2769","Fresno State",12,1,2019,0,"San Diego State",0.75,0.5
"2770","Georgia",12,2,2019,1,"Auburn",1.25,0.25
"2771","Georgia Southern",12,2,2019,4,"Louisiana Monroe",1.25,1.5
"2772","Georgia State",12,1,2019,1,"Appalachian State",1.25,0.25
"2773","Georgia Tech",12,1,2019,1,"Virginia Tech",2,1.5
"2774","Hawai'i",12,1,2019,0,"UNLV",0.75,0.5
"2775","Houston",12,1,2019,2,"Memphis",1,3
"2776","Indiana",12,3,2019,6,"Penn State",2.5,1.25
"2777","Iowa",12,6,2019,2,"Minnesota",2.5,3
"2778","Iowa State",12,2,2019,2,"Texas",2,0.75
"2779","Kansas",12,0,2019,3,"Oklahoma State",1.25,2.25
"2780","Kansas State",12,2,2019,6,"West Virginia",2.5,1.5
"2781","Kent State",12,0,2019,3,"Buffalo",1.5,0.75
"2782","Kentucky",12,0,2019,3,"Vanderbilt",2,1.5
"2783","Louisiana",12,2,2019,2,"South Alabama",1.75,2.25
"2784","Louisiana Monroe",12,0,2019,1,"Georgia Southern",2,2
"2785","Louisiana Tech",12,2,2019,4,"Marshall",2.25,3.25
"2786","Louisville",12,2,2019,1,"NC State",2,3.25
"2787","LSU",12,0,2019,0,"Ole Miss",2,4
"2788","Marshall",12,1,2019,7,"Louisiana Tech",5.5,4.75
"2789","Memphis",12,3,2019,3,"Houston",2,4
"2790","Miami (OH)",12,0,2019,5,"Bowling Green",2.5,2
"2791","Michigan",12,3,2019,2,"Michigan State",3.5,2
"2792","Michigan State",12,3,2019,1,"Michigan",2.25,4.5
"2793","Middle Tennessee",12,2,2019,2,"Rice",0.25,4
"2794","Minnesota",12,2,2019,0,"Iowa",2.5,1
"2795","Mississippi State",12,1,2019,3,"Alabama",1,2.5
"2796","Missouri",12,4,2019,1,"Florida",0.5,1.75
"2797","Navy",12,0,2019,1,"Notre Dame",4,4.5
"2798","NC State",12,3,2019,3,"Louisville",2.75,2.25
"2799","Nebraska",12,0,2019,2,"Wisconsin",1.5,1.5
"2800","New Mexico",12,2,2019,0,"Boise State",2.75,0.25
"2801","North Carolina",12,1,2019,8,"Pittsburgh",3.25,2.25
"2802","Northern Illinois",12,2,2019,1,"Toledo",1.25,1
"2803","Northwestern",12,2,2019,3,"UMass",1.5,2.5
"2804","Notre Dame",12,2,2019,5,"Navy",2.75,3.5
"2805","Ohio",12,0,2019,4,"Western Michigan",2.5,2
"2806","Ohio State",12,1,2019,1,"Rutgers",4.25,1.5
"2807","Oklahoma",12,3,2019,3,"Baylor",2.5,3.5
"2808","Oklahoma State",12,2,2019,5,"Kansas",3,3.5
"2809","Ole Miss",12,3,2019,4,"LSU",2.5,1.75
"2810","Oregon",12,6,2019,4,"Arizona",1.75,3
"2811","Oregon State",12,4,2019,2,"Arizona State",3.25,2
"2812","Penn State",12,2,2019,3,"Indiana",1.5,4
"2813","Pittsburgh",12,5,2019,4,"North Carolina",4,4.25
"2814","Rice",12,0,2019,0,"Middle Tennessee",1.25,2.5
"2815","Rutgers",12,1,2019,2,"Ohio State",1.25,3
"2816","San Diego State",12,2,2019,1,"Fresno State",1.75,1
"2817","South Alabama",12,1,2019,6,"Louisiana",1.625,1.75
"2818","South Carolina",12,2,2019,4,"Texas A&M",1.5,1.25
"2819","Southern Mississippi",12,5,2019,7,"UT San Antonio",3.5,2.5
"2820","South Florida",12,4,2019,0,"Cincinnati",2.25,0.5
"2821","Stanford",12,2,2019,0,"Washington State",2.25,4.5
"2822","Syracuse",12,4,2019,5,"Duke",2,2.5
"2823","TCU",12,1,2019,2,"Texas Tech",2.25,2.25
"2824","Temple",12,3,2019,2,"Tulane",3.75,1.75
"2825","Texas",12,1,2019,6,"Iowa State",1.5,3.25
"2826","Texas A&M",12,1,2019,8,"South Carolina",2.5,4.5
"2827","Texas State",12,1,2019,1,"Troy",1.5,1.75
"2828","Texas Tech",12,3,2019,7,"TCU",1.25,2
"2829","Toledo",12,0,2019,4,"Northern Illinois",1,0.5
"2830","Troy",12,2,2019,4,"Texas State",3.5,2.75
"2831","Tulane",12,0,2019,1,"Temple",1.5,1.5
"2832","UAB",12,2,2019,3,"UTEP",3.25,3.5
"2833","UCLA",12,3,2019,0,"Utah",3.25,2
"2834","UMass",12,1,2019,0,"Northwestern",0.25,0
"2835","UNLV",12,0,2019,0,"Hawai'i",0.75,1.75
"2836","USC",12,5,2019,1,"California",2.75,0.5
"2837","Utah",12,5,2019,0,"UCLA",2.25,1.5
"2838","Utah State",12,2,2019,4,"Wyoming",1.25,0.75
"2839","UTEP",12,1,2019,1,"UAB",1,2.5
"2840","UT San Antonio",12,1,2019,2,"Southern Mississippi",2,2.25
"2841","Vanderbilt",12,1,2019,0,"Kentucky",1.25,2
"2842","Virginia Tech",12,4,2019,2,"Georgia Tech",3,6.75
"2843","Wake Forest",12,3,2019,0,"Clemson",1.75,3.25
"2844","Washington State",12,2,2019,0,"Stanford",2.5,1.75
"2845","Western Michigan",12,0,2019,2,"Ohio",3.5,2.5
"2846","West Virginia",12,2,2019,2,"Kansas State",3,0.25
"2847","Wyoming",12,2,2019,3,"Utah State",2,0.25
"2848","Wisconsin",12,4,2019,4,"Nebraska",3,1.75
"2849","New Mexico State",12,6,2019,3,"Incarnate Word",1,1
"2850","Air Force",13,1,2019,0,"New Mexico",3.75,1.75
"2851","Alabama",13,4,2019,5,"Western Carolina",2.5,5.5
"2852","Akron",13,2,2019,2,"Miami (OH)",0.5,2
"2853","Appalachian State",13,3,2019,4,"Texas State",1.75,2.5
"2854","Arizona",13,1,2019,0,"Utah",2,0.75
"2855","Arizona State",13,2,2019,0,"Oregon",2.25,0.5
"2856","Arkansas",13,0,2019,0,"LSU",0.5,0.75
"2857","Arkansas State",13,6,2019,0,"Georgia Southern",1.75,0.5
"2858","Auburn",13,2,2019,2,"Samford",1.75,3
"2859","Ball State",13,2,2019,5,"Kent State",1.5,1.25
"2860","Baylor",13,5,2019,3,"Texas",2.5,3.25
"2861","Boise State",13,4,2019,2,"Utah State",2.5,1.75
"2862","Boston College",13,1,2019,5,"Notre Dame",1.5,0.25
"2863","Bowling Green",13,0,2019,1,"Ohio",1.75,2.25
"2864","Buffalo",13,4,2019,2,"Toledo",4.75,2.5
"2865","BYU",13,0,2019,0,"UMass",1.25,2
"2866","California",13,2,2019,0,"Stanford",2.75,2.5
"2867","Charlotte",13,2,2019,7,"Marshall",2.25,1.5
"2868","Cincinnati",13,1,2019,2,"Temple",2.5,3.25
"2869","Coastal Carolina",13,1,2019,3,"Louisiana Monroe",1.75,1.25
"2870","Colorado",13,5,2019,4,"Washington",1.75,3
"2871","Colorado State",13,5,2019,0,"Wyoming",2.25,2.25
"2872","Duke",13,3,2019,2,"Wake Forest",1.5,3.5
"2873","East Carolina",13,3,2019,3,"Connecticut",1,3
"2874","Eastern Michigan",13,1,2019,0,"Northern Illinois",0.75,2.75
"2875","Florida Atlantic",13,2,2019,1,"UT San Antonio",2.5,4
"2876","Florida International",13,0.5,2019,3,"Miami",1.5,3
"2877","Fresno State",13,2,2019,1,"Nevada",1,0.5
"2878","Georgia",13,2,2019,0,"Texas A&M",1.75,0.5
"2879","Georgia Southern",13,4,2019,1,"Arkansas State",1.25,2
"2880","Georgia State",13,2,2019,2,"South Alabama",1.25,0.5
"2881","Georgia Tech",13,0,2019,3,"NC State",1.75,1.5
"2882","Hawai'i",13,0,2019,0,"San Diego State",1,0.5
"2883","Houston",13,4,2019,3,"Tulsa",0.75,3
"2884","Illinois",13,0,2019,1,"Iowa",1.75,2
"2885","Indiana",13,2,2019,1,"Michigan",1.75,2
"2886","Iowa",13,3,2019,3,"Illinois",3.25,2.5
"2887","Iowa State",13,2,2019,6,"Kansas",1.75,1.25
"2888","Kansas",13,0,2019,2,"Iowa State",1,2.25
"2889","Kansas State",13,2,2019,1,"Texas Tech",2.5,2.5
"2890","Kent State",13,2,2019,0,"Ball State",0.5,1
"2891","Kentucky",13,6,2019,4,"UT Martin",1.25,1.25
"2892","Liberty",13,3,2019,0,"Virginia",3.25,1.25
"2893","Louisiana",13,4,2019,0,"Troy",1.75,2.75
"2894","Louisiana Monroe",13,2,2019,1,"Coastal Carolina",1.25,1.5
"2895","Louisiana Tech",13,0,2019,3,"UAB",2.25,3.25
"2896","Louisville",13,2,2019,1,"Syracuse",2,3.25
"2897","LSU",13,3,2019,1,"Arkansas",1.5,3
"2898","Marshall",13,0,2019,7,"Charlotte",3.75,5.5
"2899","Maryland",13,1,2019,0,"Nebraska",0.75,0
"2900","Memphis",13,4,2019,2,"South Florida",2.75,4.25
"2901","Miami",13,0,2019,1,"Florida International",4.75,2.75
"2902","Miami (OH)",13,12,2019,3,"Akron",2,3.25
"2903","Michigan",13,3,2019,3,"Indiana",2.75,2.25
"2904","Michigan State",13,3,2019,4,"Rutgers",2.25,4.75
"2905","Middle Tennessee",13,0,2019,2,"Old Dominion",0.75,4.25
"2906","Minnesota",13,3,2019,4,"Northwestern",2,1
"2907","Mississippi State",13,4,2019,5,"Abilene Christian",1,3.25
"2908","Missouri",13,1,2019,2,"Tennessee",1.5,0.75
"2909","Navy",13,0,2019,4,"SMU",3,3.25
"2910","NC State",13,0,2019,1,"Georgia Tech",1.5,2.5
"2911","Nebraska",13,6,2019,0,"Maryland",1.25,1.75
"2912","Nevada",13,4,2019,0,"Fresno State",2,0.25
"2913","New Mexico",13,0,2019,1,"Air Force",2.25,0
"2914","North Carolina",13,2,2019,1,"Mercer",3,4
"2915","Northern Illinois",13,0,2019,0,"Eastern Michigan",1.25,0.75
"2916","North Texas",13,3,2019,1,"Rice",2.25,2
"2917","Northwestern",13,2,2019,2,"Minnesota",1.75,2.5
"2918","Notre Dame",13,4,2019,5,"Boston College",2.25,3
"2919","Ohio",13,2,2019,2,"Bowling Green",2,2.5
"2920","Ohio State",13,5,2019,0,"Penn State",3.5,1.5
"2921","Oklahoma",13,2,2019,2,"TCU",1,4
