"","team","week","year","L3_avg_down","L3_avg_def_down","L3_avg_distance","L3_avg_def_distance","L3_avg_drive_efficiency","L3_avg_def_drive_efficiency"
"17982","Northern Illinois",6,2021,1.9049905687497,1.81166340554032,8.59219036204007,8.14529914779044,0.227103687173068,-0.46663915575719
"17983","Notre Dame",6,2021,2.06307270327554,2.03122384273938,9.07424896712424,8.654824032974,-0.376779826487314,-1.93150907536043
"17984","Ohio",6,2021,1.85424494859979,1.87129700972786,8.24953199107956,8.02011516851942,-1.5521566098095,0.567468480290335
"17985","Ohio State",6,2021,1.80168414451093,2.02602385836942,8.64515555281393,8.6118802433214,1.68616342581688,-1.92009909175695
"17986","Oklahoma",6,2021,1.85874011748452,2.08001040707681,8.18412665579893,8.80253626632777,1.84682342741293,-1.69259038666746
"17987","Old Dominion",6,2021,1.88129108545775,1.96329192246004,8.5152417027417,8.60267888567104,-0.521165674646345,-0.639493833628616
"17988","Ole Miss",6,2021,1.81877487778265,1.99806250875636,8.16938696775006,8.06567505720824,1.53386375558122,-1.04713068170413
"17989","Oregon State",6,2021,1.63741275709394,1.85911045168112,7.91823397184235,8.90099238528903,1.76124870846471,-1.52086541932312
"17990","Penn State",6,2021,1.88256229320997,2.02837444234916,8.0701295300086,8.50916795439267,1.25372803333693,-3.09579953950488
"17991","Rutgers",6,2021,1.98077340210161,2.01830265630747,8.04777694763114,8.89717488965069,-0.338886522210862,-0.838145648187443
"17992","San Diego State",6,2021,1.90392980205613,2.02133864633865,8.22909738039118,9.39481789481789,-0.0613073315594037,-2.2367667463786
"17993","San José State",6,2021,1.92787936352471,1.96344629655475,8.40973478879599,8.17018323719351,-0.925146544990235,-0.931319765864644
"17994","SMU",6,2021,1.75965666819633,1.86235242235603,7.87514169377043,8.91999358932535,0.408562795569496,-0.510008872239603
"17995","South Carolina",6,2021,2.04406240134694,1.88145015131017,9.33970032855122,8.16139019897084,-1.59931672595084,-0.936383959689155
"17996","Southern Mississippi",6,2021,1.91864923271173,1.99444523470839,9.55868055555556,9.38638413766784,-1.52005894684494,-0.599856692940294
"17997","Stanford",6,2021,1.88388835998985,1.96711939978693,8.55441720614369,7.95097085045539,-0.340393465235057,-0.164389506886703
"17998","Syracuse",6,2021,1.89760213763465,1.92426279394364,8.46540157392421,8.1956140785928,0.275820730394385,-1.34923168025843
"17999","TCU",6,2021,1.90176330321285,1.91218563120103,8.72072296539098,8.41974085612956,1.57999653460011,-1.47448605150203
"18000","Temple",6,2021,1.91966150973335,1.9128581508955,7.3851342931228,8.0306578426594,0.524694178829107,-1.32312790767681
"18001","Tennessee",6,2021,1.80019005154081,2.00900265322707,8.49329865361077,8.79324829124421,-0.0911010233598824,-0.221561597392326
"18002","Texas",6,2021,1.95892467940743,1.96511790762817,8.19136508279721,8.11199596117517,0.976533935849944,-0.181110048590906
"18003","Texas A&M",6,2021,2.14249675248509,2.0210106481617,9.41694108605302,8.77243536438966,-1.28703965567074,-1.3281757497488
"18004","Texas Tech",6,2021,1.8355319529288,1.93417059633131,8.1957713901181,8.1330903435253,-0.363539474795711,0.972308271075885
"18005","Toledo",6,2021,2.03684223561678,1.97772889348976,8.65404291762694,8.75851367116895,-1.73963083125567,-0.645204604174578
"18006","Troy",6,2021,1.9079975721317,1.92950379118031,8.39264427564513,9.48730460943214,-1.64847622598024,-0.34621986965408
"18007","Tulane",6,2021,1.86101860303659,1.89971050454921,7.97276748138598,8.11425035274656,-1.02262901536556,0.0968906386186991
"18008","Tulsa",6,2021,1.9956465083819,1.88362489406529,9.54259534278282,8.88661655132519,-1.78042889775912,0.656944087285933
"18009","UAB",6,2021,1.93790159599392,1.89964443724532,8.12377611265264,8.72590502551984,-1.52310871756941,-0.00511267604089988
"18010","UCF",6,2021,1.85722963054424,1.89933128264435,7.83605246189516,8.29195798141425,0.730825808440939,-0.384198118559471
"18011","UCLA",6,2021,1.84424665642209,1.82648306212665,8.16030947985976,8.32148502565204,0.530924312047171,-1.02866242049566
"18012","UMass",6,2021,1.97741188513937,1.77466457972533,8.26709053510521,7.70930931952527,-0.439562764423144,0.749248454383907
"18013","USC",6,2021,1.83614856782217,1.89776848937844,8.35717445099036,8.50879961097998,0.453234488224754,-0.143315393993066
"18014","UT San Antonio",6,2021,1.88430255165421,2.01637082429765,7.99856745492781,9.29674898272459,0.472607623533929,-2.31946356510838
"18015","Utah",6,2021,1.82419163317501,2.05179510787772,8.34025405109165,8.5206462589831,-0.944966228848612,-1.49620496216801
"18016","UTEP",6,2021,1.91393708362528,1.91134069641647,8.23025730428303,8.73688788659794,-0.583584454866076,-1.8732605001728
"18017","Vanderbilt",6,2021,2.02290963986509,1.82742398457,8.28122152445327,7.67136544134332,-0.208016573777268,0.0387844105197373
"18018","Virginia",6,2021,1.840378033378,1.92286060949049,8.79171144291024,8.34730282450996,0.059510052930609,0.410566039081106
"18019","Virginia Tech",6,2021,1.95744888774396,1.96521735088502,8.55838893986727,8.909728621074,0.0993503286448976,-2.05210266822195
"18020","Wake Forest",6,2021,1.91599563670502,1.81377631330409,7.60310044646429,9.06956865070204,1.15890461878301,-1.32263095726607
"18021","Washington State",6,2021,1.88756279081339,1.90522557993449,8.5522863251347,8.36611701888994,-0.920769450314626,-0.941925004678706
"18022","West Virginia",6,2021,1.87146555619625,2.03113576756004,7.91475272297826,8.38850811408901,0.42818738895587,-1.78330633993035
"18023","Western Kentucky",6,2021,1.72388665001364,1.83550236891821,7.97455543970969,7.50114214896586,1.04819296239913,0.313525696405891
"18024","Western Michigan",6,2021,1.89603043004429,1.90959488272921,7.8312305745133,9.06948267321402,-0.269261043535862,-1.42652371362978
"18025","Wisconsin",6,2021,1.95130498311036,2.21522979666227,7.99772402968037,8.28598015976008,0.0164894723001816,-2.54612055522617
"18026","Wyoming",6,2021,1.78645539243365,1.9036685112079,7.52836203651421,8.15300519254595,-0.0157232755708088,-0.447275052137109
"18027","Air Force",7,2021,1.86025803339965,1.95461356378821,7.42658461993785,9.48013554855854,1.35319523012924,-1.66014112559076
"18028","Akron",7,2021,1.8505316363252,1.86637987012987,8.57049526500137,8.21210872460872,-0.0226342449012358,-0.387933255128278
"18029","Alabama",7,2021,1.92218599033816,1.94138176638177,8.14398148148148,8.84722222222222,1.01388653286924,-0.141863047992549
"18030","Appalachian State",7,2021,1.75849541287936,1.98289937807482,7.80373918667637,9.01012484915994,-0.0530255069091803,-1.20665535434407
"18031","Arizona",7,2021,1.97830726831895,1.92406221193822,9.26278059762289,8.33102969671417,-0.749742906678885,-0.738324616821914
"18032","Arizona State",7,2021,1.78211542015851,1.97147976039017,8.45395229822333,8.66617800787093,0.476772698102681,-1.04265429372344
"18033","Arkansas",7,2021,1.89937816420867,2.09451752537386,9.09520927014874,8.55609002727552,-0.367907759080019,-0.345172904998268
"18034","Army",7,2021,1.8853436702114,2.00201155704562,7.16343395015147,8.6309228346544,1.12268605611622,-1.71372579629585
"18035","Auburn",7,2021,2.06894310754605,2.00185272305001,8.1315920427182,8.04028878416486,-0.974369378181842,-0.497182184345542
"18036","Ball State",7,2021,1.91984431115037,1.85703194321207,8.43614535468102,7.59751183081928,-0.898900481405675,-0.733013571270068
"18037","Baylor",7,2021,1.91723734140788,1.99853291038858,8.49159356150936,8.54577051579838,0.146135923413015,-1.03863160905749
"18038","Boise State",7,2021,1.88852725625823,1.90253630298273,7.73502380815329,8.74345565149137,-0.162665584385633,-0.398489743606419
"18039","Boston College",7,2021,1.87057564001882,1.97501436638236,8.13404595219634,8.0004141960428,-0.433980914326755,0.145715369474751
"18040","Bowling Green",7,2021,1.99411809595633,1.9622848759123,9.38712517058105,8.67184903835211,-0.945691593951585,-1.33510001007346
"18041","Buffalo",7,2021,1.96702084091736,1.79720840477534,7.89559825970932,8.34862183792396,-0.292110043769926,0.197756330571832
"18042","BYU",7,2021,1.802341380182,2.00696140693698,8.35815296385238,8.26873978447735,1.16784103069912,-0.891364660306522
"18043","California",7,2021,1.89654814720245,1.89458934500543,8.66101105933421,8.62415027793995,-0.374141686648338,-0.289306331941186
"18044","Central Michigan",7,2021,1.84501450676983,1.92048760293591,8.73540391398339,8.54653598281418,-0.539081016411231,-0.810595207412692
"18045","Cincinnati",7,2021,1.86469185565793,2.05385444199304,8.24878115402788,8.68557346568833,-0.137599613509513,-1.86806798292161
"18046","Clemson",7,2021,1.94581139468034,2.06862490406848,8.42523276160409,8.93438059492224,-0.0841908041141766,-2.5492486186267
"18047","Colorado",7,2021,2.08946572120216,1.84215979789262,8.74586207027801,8.2662481569389,-1.17677955919599,-0.550729048575401
"18048","Colorado State",7,2021,1.9970231816692,2.03493219656284,8.02597240845028,8.71655477980666,-0.929313182513669,-1.69580094657852
"18049","Connecticut",7,2021,1.94937056270943,1.84716353384297,8.3530507696653,7.13589471490782,-1.60990392023667,1.02039655426
"18050","Duke",7,2021,1.94055310326378,1.90603070175439,8.45926562221331,8.74798312068049,-0.11171880154946,-0.935816956367113
"18051","Eastern Michigan",7,2021,1.81684118250055,1.81827257943818,8.5630151481731,8.65855195621306,0.100858892807615,-0.77221598474175
"18052","Florida",7,2021,1.93586249760949,2.03955226238625,8.3229680627271,7.96726175429727,1.10495621167143,-1.8771710414292
"18053","Fresno State",7,2021,1.74657246340962,1.91792183351478,7.97207991233938,8.02756807308557,0.155895221720557,-0.727515615294855
"18054","Georgia",7,2021,1.89738457384211,2.19914772727273,7.43685890925505,9.07074652777778,0.967266007442992,-2.07058554508458
"18055","Georgia Southern",7,2021,1.96254994627272,1.90029016040529,8.78470788135035,8.57390438309725,-0.778980908040905,-0.214339883071087
"18056","Hawai'i",7,2021,1.8262990139342,1.85913598966388,8.75031609533749,7.99860394254436,-0.402238259104486,-0.532968891714985
"18057","Indiana",7,2021,1.93874684343434,1.95219990435198,8.26007518365473,8.50852318015159,-0.601521631233619,-0.294187417810376
"18058","Iowa",7,2021,2.01152875593373,2.0212722810478,8.66705817590268,8.92292220006888,-0.0262829731334957,-2.41529913970262
"18059","Iowa State",7,2021,1.85192458044692,1.99849514197484,8.29611447480863,8.63591022068238,0.201863498184366,-1.82473775118623
"18060","Kansas",7,2021,2.0286187754454,1.67396372010343,8.29198491137346,7.90950562917475,-1.7489204288979,2.07073874898123
"18061","Kansas State",7,2021,1.8437905384688,1.94783270059147,8.50568398470054,8.33378278016775,0.641301151849011,-0.695267340903749
"18062","Kent State",7,2021,1.8883243101712,1.93620689655172,8.86424218481451,8.1885435793743,-0.725857668088785,-0.242704413852967
"18063","Kentucky",7,2021,1.85561264400512,2.0016442359139,7.72310795389127,8.12936576532082,0.36782004566966,-1.91242671070857
"18064","Liberty",7,2021,1.77763122755734,1.96957903323471,8.52617049206951,8.53182221719828,0.13238518361583,-1.11107784692979
"18065","Louisiana",7,2021,1.91459272235255,1.93859990413258,8.09380118944726,8.87198297710569,-0.057661428875678,-0.228966562036862
"18066","Louisiana Monroe",7,2021,2.07588179610652,1.68185379453513,8.54334382845619,8.08123987757531,-1.341758642405,1.08011234847248
"18067","Louisiana Tech",7,2021,1.82658161181622,1.80522339398669,8.45878229963465,8.03467522275943,0.563256107422024,-0.650803411470331
"18068","LSU",7,2021,1.92850091728005,1.93106060606061,8.27645564106287,7.86793286692668,-0.285424884419119,-0.152942881302123
"18069","Marshall",7,2021,1.91133948806709,1.85092234811335,8.8299816108192,8.89478411390531,-0.600871334284986,-0.395057969046087
"18070","Memphis",7,2021,1.91544645592553,1.91801629798568,8.76649442810753,7.31302090477646,-0.747064537785878,0.00898033349641209
"18071","Miami",7,2021,1.99169477997802,2.02175046723338,9.12713390125106,8.24044338010456,0.36859647523306,-1.53600125466595
"18072","Miami (OH)",7,2021,1.92798449482986,1.92404397114643,9.06940569309353,8.41196454021902,-2.96951266901928,1.41278241336735
"18073","Michigan State",7,2021,1.91478099286432,1.87613832891782,8.04400241952338,8.65524284215764,-0.403606065387041,-0.971945151705784
"18074","Minnesota",7,2021,1.88568666289379,1.97849422598925,7.9121722316544,8.63259065165622,-0.705354834355095,-1.24015316609794
"18075","Mississippi State",7,2021,1.93020057640728,2.11965486613374,8.26869741949456,8.79955748001523,-0.133268265665063,-0.863379687126143
"18076","Missouri",7,2021,1.82448709447866,1.69680435397426,8.10875066520521,7.594462545436,0.996787782120952,1.13648849728456
"18077","Navy",7,2021,2.11740885620404,1.89567198645101,7.76355021818877,7.92610079183783,-0.295229259323331,-1.0870395850716
"18078","NC State",7,2021,1.93187549251379,2.04407521961059,8.40432427107959,8.50636652985777,0.133971500679157,-1.86432520674215
"18079","Nebraska",7,2021,1.83902951812295,1.91296737688956,8.5799377580483,7.92348150361394,-0.128460750382211,-0.91365200031606
"18080","Nevada",7,2021,1.79929276588684,1.88383382668605,8.59849427575908,8.44370153025897,0.346643751182463,-0.478694536334929
"18081","New Mexico",7,2021,2.09067022902686,1.89279940719709,9.21345902341272,7.68044390363062,-2.92643497615637,0.705679625374531
"18082","North Carolina",7,2021,1.87799696402224,1.90540594010058,8.72115111792078,8.63063316249462,1.17991502606974,-0.658686846722543
"18083","North Texas",7,2021,1.95630279188485,1.83761549959235,8.29670549770087,8.12974889726634,-1.06101440713228,-0.670526814228023
"18084","Northern Illinois",7,2021,1.94608518841575,1.86268997558863,8.49655028782857,8.27422426856339,-0.626760939218517,-0.303797304078888
"18085","Northwestern",7,2021,1.90859929078014,1.89489566284779,8.99681589834515,8.52072173543924,-1.3176304438636,-0.774784515750463
"18086","Ohio",7,2021,1.90067958357432,1.81498748591834,8.4315353866653,8.18963897804323,-1.55577862371325,0.589481741439653
"18087","Oklahoma",7,2021,1.93474718124932,2.00989546454808,8.19076086733005,9.05760092150018,0.777706591233377,-0.207447331536997
"18088","Oklahoma State",7,2021,1.97355749108503,2.03331528073376,8.68689520516985,8.42812436657545,-0.153517721107597,-2.07880538306776
"18089","Old Dominion",7,2021,1.91302751449634,1.88853702049926,8.94068316775151,8.44540764384098,-1.88471096516345,0.324921703721051
"18090","Ole Miss",7,2021,1.86934177120669,1.90337026968411,7.83792438271605,8.11888647558469,1.59794438872934,-0.701185534320147
"18091","Oregon",7,2021,1.99139080733508,1.95703854314003,8.32373977931253,8.72605640028289,0.138974398300114,-1.23400607684069
"18092","Pittsburgh",7,2021,1.69586427843309,1.90004692025407,7.94987224803739,8.951656584483,1.2396094117289,-0.68563243927935
"18093","Purdue",7,2021,1.86069109519533,2.08198368823369,7.93644035963817,8.29314120939121,-0.486517851435344,-1.61799760410804
"18094","Rice",7,2021,1.92262474825007,1.83052503052503,8.50814448582214,9.05167887667888,0.281653010148971,-0.818020601557515
"18095","Rutgers",7,2021,1.96304612937434,2.0106974566291,8.27381230116649,8.69799906547487,-0.0553420209789478,-1.38155135283516
"18096","San Diego State",7,2021,1.831995988743,2.04461191961192,7.71195073393419,9.30760568260568,0.175848826832829,-2.34789760640062
"18097","San José State",7,2021,1.89091999262038,1.90035806126063,8.15141237726257,7.78533029601704,-1.9197253901282,0.168498158267551
"18098","South Alabama",7,2021,1.92072793397465,2.00306280654593,8.25605496170622,8.6077305579136,0.169625483329535,-1.242288535296
"18099","South Carolina",7,2021,2.06073984155379,1.82731161667652,9.21491041258483,7.98684656306186,-1.38739853038463,-0.305757396894154
"18100","South Florida",7,2021,1.99025313547949,1.80869352691572,7.80417268746493,8.18413044363785,-0.821338568675772,0.324754566955055
"18101","Southern Mississippi",7,2021,1.9606206712349,1.93663742690058,9.82687978927203,8.83073473826844,-1.86920636244028,-0.340221748374356
"18102","Stanford",7,2021,1.90023374151595,1.93301327833141,8.75907584068185,8.2156659946686,-0.911181163885691,-0.328444882865046
"18103","Syracuse",7,2021,1.84324180629549,1.89881812991202,8.06445817769779,8.29371464951946,0.779861213712523,-1.21082730921029
"18104","TCU",7,2021,1.92520080321285,1.87107491022725,8.74455603501123,8.10092063141046,1.38131261292499,-0.163577089785669
"18105","Tennessee",7,2021,1.81736143622372,1.99750955916517,7.69126332334963,8.77555497538576,0.283848352291446,-0.688972384170064
"18106","Texas",7,2021,1.94442771440679,1.97073960074986,8.33452664808198,8.17416527334448,0.69864550604307,0.214527536195085
"18107","Texas A&M",7,2021,2.03586592811233,2.00187108176604,9.56289887179575,8.72190465074919,-0.0181845306155854,-1.58078377503046
"18108","Texas State",7,2021,1.89839159811986,1.80281478721914,8.75606652848501,8.80155028515379,-0.396217976007984,0.200183304096578
"18109","Texas Tech",7,2021,1.84363788015885,1.9182131495228,8.00739110842796,8.11686357272002,0.654643215420995,0.921365382794174
"18110","Toledo",7,2021,1.96695919468111,2.0264765743803,8.51025636791934,8.76746543369214,-0.991014151754914,-1.33983333416861
"18111","Troy",7,2021,1.89539097220585,1.95479356989474,8.48710107950126,9.52975530941709,-1.7380689381543,-0.616962921129558
"18112","Tulsa",7,2021,1.96429561079698,1.86709972729755,8.92845999472651,8.90396472770915,-1.01662309864305,0.073946521553142
"18113","UAB",7,2021,1.90328621137854,1.92772717924559,8.50630816393469,9.15096192738087,-0.329002776320324,-1.05574168169507
"18114","UCF",7,2021,1.85127724959186,1.87879753474954,7.80470325554595,7.76928665093103,0.572686679753435,-0.561539407638993
"18115","UCLA",7,2021,1.85534276499431,1.82332500523027,8.00501589171407,8.55093198056628,0.0528618344868128,-0.085918105921096
"18116","UNLV",7,2021,1.97916118773657,1.86831737011528,8.61291082211292,7.76501931456013,-2.59868790930866,1.24799288678549
"18117","UT San Antonio",7,2021,1.88446778628738,1.92033301255188,7.7662750997835,8.72588548044516,-0.181983247195557,-0.634433599378629
"18118","Utah",7,2021,1.86645353793691,1.99075005155732,8.44722183820649,8.59627204121088,-1.33965939938285,-0.369020861584247
"18119","Utah State",7,2021,1.90692937959358,1.75620834230763,8.56493992183169,8.06728861680677,0.549855456772911,-0.689999944845716
"18120","UTEP",7,2021,1.9329939311705,1.87485312624806,8.18479541797812,8.69953156475886,-1.28335523556163,-1.63301929382514
"18121","Vanderbilt",7,2021,2.07834118748413,1.80418056842756,7.98881081016756,7.86720188446092,-0.578307615608747,0.378997054231429
"18122","Virginia",7,2021,1.88266960301005,1.86381246677299,8.56821353885808,8.09473684210526,-0.849319285326485,1.49065471016047
"18123","Virginia Tech",7,2021,1.97340633455248,1.98144594507061,8.60964115617933,8.5218353514603,-0.185610612585488,-1.86597157211825
"18124","Washington",7,2021,1.90417707292707,1.97641941337066,8.22208624708625,8.39503007571962,-0.669537994248203,-1.01367850241817
"18125","Washington State",7,2021,1.92145298804624,1.89580950308919,8.34478706107818,8.54913016348043,-0.948993828231598,-0.794658072026799
"18126","Western Kentucky",7,2021,1.77370445324113,1.7588216966493,7.97713222263525,7.25844507013433,0.783127347149333,1.06219686589392
"18127","Western Michigan",7,2021,1.89662369060433,1.79185189512321,7.67455046060727,8.77110259058736,-0.298473203146012,-0.422174563909565
"18128","Wisconsin",7,2021,1.88343658279515,2.24164533800319,8.03451480982221,8.32554424410028,-0.188138256054817,-2.02794936954247
"18129","Wyoming",7,2021,1.78979037267081,1.92127414501072,8.31994635798984,8.03945792958675,-0.736940362541165,-0.0701486009125198
"18130","Yale",7,2021,1.80508474576271,1.82352941176471,7.97457627118644,7.69607843137255,2.39937328883983,-1.42437817493013
"18131","Air Force",8,2021,1.90225318197454,1.95407008552734,7.27185448045938,9.56410293986289,0.462802542409301,-1.40282966512491
"18132","Akron",8,2021,1.89582537560479,1.80672077922078,8.96146867838044,8.65244963369963,-0.969961755250976,0.427453204219471
"18133","Alabama",8,2021,1.87409448376587,1.97146450869855,8.18638542485863,9.05555555555556,1.27466131894077,-0.857773683406648
"18134","Appalachian State",8,2021,1.76762239700634,1.95854040371584,7.96802490096208,8.45774389677898,0.0332302937624649,-0.627556840574045
"18135","Arizona",8,2021,1.97147785826373,1.91302497789567,8.92312642732356,8.10716001586311,-1.85783453698997,0.0225405583301807
"18136","Arkansas",8,2021,1.906020443762,2.00076319771841,9.13174180769206,8.21025842500437,-0.720516560813277,0.0796928940470646
"18137","Arkansas State",8,2021,1.96288247053872,1.79714363017934,9.25724931607744,8.50485982271697,-0.847645913857612,1.24726003963284
"18138","Arkansas-Pine Bluff",8,2021,2.10556306650797,1.7626771168906,9.24437341515486,7.50214354933456,-3.79385625745602,1.43395942396197
"18139","Army",8,2021,1.93970264457038,2.01617297874128,7.6290749757925,8.58288507086321,-0.101918591982775,-1.53019247195884
"18140","Ball State",8,2021,1.88406379407827,1.87308533426546,8.56334072939466,7.91749740080485,-0.0444627157145613,-0.497700619839186
"18141","Boston College",8,2021,1.93666141167688,1.97463797372954,8.3378970709571,8.40484810149297,-0.399266291878708,-0.594695036287282
"18142","Bowling Green",8,2021,1.98354880413704,1.91487850484041,8.96454427925016,8.55424787606197,-1.35701666729617,-0.596198453674484
"18143","Buffalo",8,2021,1.91241081679515,1.81227347876357,7.87780812301674,8.12683542323328,-0.353281984483778,-0.176156078445674
"18144","BYU",8,2021,1.86323075793185,2.05163043478261,8.55857722532315,7.42155487973871,0.374706763308189,0.360257149972341
"18145","California",8,2021,1.94069472860924,1.8643810116721,8.56518592406613,8.60601302303799,-0.534689139276182,-0.431309116615003
"18146","Central Michigan",8,2021,1.93233253588517,1.84465426960258,8.78725161835069,8.88903598281418,-0.841612508274289,-0.242896472042597
"18147","Charlotte",8,2021,1.84292401297579,1.79496621932163,8.35413599599929,7.98896957440941,-0.829754090466064,0.771439055964481
"18148","Cincinnati",8,2021,1.82128907788015,2.07961627038117,8.37204504291677,8.63909525130715,0.182722699885202,-1.67469335933366
"18149","Clemson",8,2021,2.02202085773191,2.01069317716085,8.53466923156688,9.00104726158891,-1.15182060611843,-1.57355249793384
"18150","Coastal Carolina",8,2021,1.71537813600376,2.123260129885,8.30940277652072,8.76637368929021,2.20356949556482,-1.13865515980255
"18151","Colorado",8,2021,2.02102059925094,1.80452538929047,8.39822487515606,8.2420546085518,-0.679190905881313,-0.781850284165738
"18152","Colorado State",8,2021,1.97561568061568,2.0524220247726,7.89963443963444,9.03628805286272,-1.33316704684025,-1.2962692241003
"18153","Connecticut",8,2021,1.95000594882868,1.96229070921111,8.11165292020294,7.7761501812175,-1.00102188481934,-0.649813724008453
"18154","East Carolina",8,2021,1.8851389325539,1.87409388353759,7.88615226508806,8.26327470411164,-0.333691627632921,-0.444335525485748
"18155","Eastern Michigan",8,2021,1.81919025461707,1.82688061736999,8.81877037485856,8.84663052925438,0.728679783692869,-1.09307533658503
"18156","Florida Atlantic",8,2021,1.81847355250989,1.98565389924086,8.47671709645191,8.91891233766234,-0.35917519104721,-1.07519566976281
"18157","Florida State",8,2021,1.81075212003638,1.97409161847976,8.57025988517893,8.41566902543513,-0.199898583492675,0.00306651780371675
"18158","Fresno State",8,2021,1.8308115938444,1.86436714078483,7.95305817320895,8.09595072136513,-0.791281444194551,-0.104569006715542
"18159","Georgia State",8,2021,1.78443435431364,1.95878094827675,7.7014188105833,8.27950054665741,0.0204385814303383,-0.663594390318443
"18160","Georgia Tech",8,2021,1.93899024157773,1.88962615273477,8.5413817303942,8.26653551747185,-0.890357950755473,-0.493111067569891
"18161","Hawai'i",8,2021,1.86777813371415,1.96033139196273,8.53523107408218,8.25453497702711,-0.818597124079941,-1.04445461064019
"18162","Houston",8,2021,1.89764196349808,2.0760934467831,8.13160351796883,9.04035428173359,0.343820914940879,-1.65086800221662
"18163","Illinois",8,2021,2.04449808232703,1.80373130673648,8.8996558631427,8.68951363011046,-0.941150853432903,-1.53578955878013
"18164","Indiana",8,2021,1.96579998353096,1.93451864580205,8.2188916087755,8.60736038945391,-1.16041191405018,-0.198116878938272
"18165","Iowa State",8,2021,1.86374330974532,1.9503006975304,8.05405635978304,8.44868799846016,0.1023540855021,-0.738100734114454
"18166","Kansas",8,2021,1.98603635786298,1.67010342598578,8.51932007620862,7.93505709976298,-1.1948504101699,1.38254111102606
"18167","Kansas State",8,2021,1.88206668225965,2.0020098802943,8.42904999777243,8.30255906275817,0.757562873347184,-0.232982386071534
"18168","Kent State",8,2021,1.91145265241718,1.87585090949671,8.79495742545623,8.24062017052856,-0.257018749240685,0.241367637418882
"18169","Liberty",8,2021,1.78469559176456,1.91728311486736,8.18747347480106,8.37068276141597,-0.834680182098552,-0.253947570520124
"18170","Louisiana",8,2021,1.88666231942215,1.9727893102321,8.12356309420916,8.73374060150376,1.09024229655336,-1.60728497268286
"18171","Louisiana Monroe",8,2021,1.96703825869155,1.67319186822615,8.30184722981673,7.86427155178345,-0.346040120682573,0.18843200801184
"18172","Louisiana Tech",8,2021,1.87157863385315,1.88988704115034,8.49993774930707,8.04531154589575,-0.969223978385117,-0.431095824832439
"18173","Louisville",8,2021,1.90369785038455,1.9283304026697,8.07069938582416,8.21264934609568,0.0655429364714624,-0.0692374428942059
"18174","LSU",8,2021,1.9939915086779,1.88939393939394,8.28505779160051,7.56548188653452,-0.568392671594258,0.262103065600901
"18175","Maryland",8,2021,1.82302223301495,1.89213009088176,8.389320597917,8.68634067127774,-0.960650241943608,0.409135833493117
"18176","Memphis",8,2021,1.85225416527423,1.98399442033063,8.74101813213943,7.48581189882914,-0.255104009333811,-0.100866390885456
"18177","Miami",8,2021,1.97482288795813,2.00125451581637,9.28718007695553,8.46374803597501,0.0509605601092308,-1.08540790743439
"18178","Miami (OH)",8,2021,1.86886940778924,1.98207968543215,8.95836845905098,8.88193207268655,-1.57897301724697,-0.120109840487993
"18179","Michigan",8,2021,1.98793659988448,2.08312287771787,7.49695385140549,8.14684446849975,0.346615695466384,-1.48702406240896
"18180","Middle Tennessee",8,2021,1.93892695860338,1.7764091367501,8.8102250226748,8.54873425966131,-1.57948891837886,0.492391744189915
"18181","Minnesota",8,2021,1.873217262649,2.03287057671478,8.06325852296407,8.70653322652501,-0.592424313676967,-1.36110319949195
"18182","Mississippi State",8,2021,1.92568735912811,2.04891843202521,8.45430348010062,8.55391794513151,-0.326048726447541,0.0944314009048068
"18183","Navy",8,2021,2.0885939211391,1.85445813491297,7.70384603348459,7.85325127995719,-0.544807033848554,-0.126852418695048
"18184","NC State",8,2021,1.85934462831626,2.04380465684002,8.38040451799317,8.39732973332097,0.507114994387025,-2.08298978064593
"18185","Nevada",8,2021,1.89545943255351,1.87252113405507,8.52899427575908,8.47469760759155,-0.0703081388626539,-0.395292905479106
"18186","New Mexico",8,2021,2.04366600961758,1.83773028277312,9.48164467742116,7.23059751346165,-2.07685118293178,0.396245857425209
"18187","New Mexico State",8,2021,1.85682304196739,1.66704768864067,8.31036710327007,8.31025040450963,-0.293883703070896,0.323267425256264
"18188","North Texas",8,2021,2.05580470315556,1.80746199082042,8.69963611278254,7.79394845866984,-1.51768603118976,-0.125449670490692
"18189","Northern Illinois",8,2021,1.8238025797201,1.95583800403078,8.52000566540294,8.57635742952008,0.412291149321107,-1.56906590297228
"18190","Northwestern",8,2021,1.9226471879764,1.91259671179884,8.48490001049469,8.2900981923157,-1.1561731212241,-0.758630936209646
"18191","Notre Dame",8,2021,2.10871676735278,1.98911857958148,8.75375302681263,8.35912776104418,-1.03897683644831,-1.28731832332281
"18192","Ohio",8,2021,1.85837576063669,1.82082539800625,8.11996597016631,8.16903458243884,-1.28980576899641,0.35814891839964
"18193","Ohio State",8,2021,1.79570713301668,1.99840947928446,8.52274175971048,8.95109592959591,2.29370415406132,-2.19820410426385
"18194","Oklahoma",8,2021,1.92586996194449,1.97750343797,8.2245505647544,8.55088718949575,1.09498482265981,-0.0561614267154313
"18195","Oklahoma State",8,2021,2.00144650710334,2.04070164437012,8.44981473224841,8.40738573021182,-0.750216971314266,-1.27617567356224
"18196","Ole Miss",8,2021,1.91432825339499,1.85338916613157,8.30265879747432,8.6049975866958,0.669786921488764,0.217305777269953
"18197","Oregon",8,2021,1.89745698380567,2.00171144033629,8.64628879892038,8.51904705448849,0.937548687617837,-2.2407503824092
