"","team","week","year","L3_avg_down","L3_avg_def_down","L3_avg_distance","L3_avg_def_distance","L3_avg_drive_efficiency","L3_avg_def_drive_efficiency"
"308","Connecticut",3,2010,1.70216802168022,1.9594387755102,6.339972899729,8.42219387755102,-0.991242393800899,-0.742166863217014
"309","Duke",3,2010,1.54739404352806,1.60942760942761,6.54013936617029,7.39015151515152,0.227194652057189,-0.10934867652886
"310","East Carolina",3,2010,1.5571161808882,1.58635265700483,6.77819274173906,7.49275362318841,1.52805773508853,-0.92730432270895
"311","Eastern Michigan",3,2010,1.90361445783133,1.55555555555556,7.44578313253012,8.07407407407407,-2.42882643089628,1.60678068794395
"312","Florida",3,2010,1.627442002442,1.86217105263158,7.68170024420024,8.25592105263158,0.327552619050791,-2.76173898092221
"313","Florida International",3,2010,1.8876404494382,1.94871794871795,9.98876404494382,6.82051282051282,-0.87610749605629,-1.54933607044498
"314","Florida State",3,2010,1.43484555984556,1.79436689930209,7.18951093951094,7.75398803589232,-0.409278165459788,-0.873606427605804
"315","Fresno State",3,2010,1.85333333333333,1.9468085106383,8.22666666666667,9.57446808510638,0.520043104198587,-2.86353603012244
"316","Furman",3,2010,NA,NA,NA,NA,NA,NA
"317","Georgia",3,2010,1.72687074829932,1.99574369292679,7.66785714285714,7.83864726822473,-1.7528111152206,-1.56773703069339
"318","Georgia Tech",3,2010,1.64266396213658,1.87088815789474,6.39398242055443,7.43996710526316,-0.0396471681044626,-1.20968239353685
"319","Hawai'i",3,2010,1.54119471413161,1.71578947368421,8.97613268608414,6.36578947368421,0.451365657781229,0.139008782737184
"320","Houston",3,2010,1.14095156134743,1.73207547169811,6.13302188345218,7.20679245283019,2.22664818082684,-1.71967615630719
"321","Idaho",3,2010,1.63729545872403,1.69276422764228,8.40439419010848,8.35308943089431,-0.782014854288807,-2.05279807110546
"322","Illinois",3,2010,1.67934173669468,1.9987597448618,7.55861344537815,8.27876210725254,-1.25087618904948,-2.04114054999503
"323","Indiana",3,2010,1.43373493975904,1.95652173913043,6.49397590361446,6.65217391304348,0.928400302774691,-3.01695558887326
"324","Iowa",3,2010,1.46564725596984,2.07107843137255,6.61164641809803,8.93774509803922,2.2531915795328,-3.68218470371412
"325","Iowa State",3,2010,1.89643304130163,1.81663837011885,8.54324155193992,6.80645161290323,-1.44788024034301,0.115241019673182
"326","Kansas",3,2010,1.90747893258427,1.96275563516943,7.9095856741573,7.79146141215107,-0.0773894455184355,-2.4014415214052
"327","Kansas State",3,2010,1.60386363636364,1.81406380316931,6.88590909090909,7.44756046705588,1.4047777124057,-2.55353346375187
"328","Kent State",3,2010,1.83823529411765,1.87755102040816,8.55882352941176,7.90816326530612,-2.77351110578739,-0.0160155033024287
"329","Kentucky",3,2010,1.54698110877886,1.82777777777778,6.7175577231757,8.64097222222222,0.678832795925595,-1.15273748425093
"330","Louisiana Monroe",3,2010,2.16666666666667,1.69135802469136,9.42424242424242,8.22222222222222,-1.03436506986961,-2.03012484634711
"331","Louisiana Tech",3,2010,1.90331196581197,1.74658932216135,7.82232905982906,7.76614029433881,-2.08598947352068,0.202790423003486
"332","Louisville",3,2010,1.81067073170732,1.86438463548471,7.97667682926829,8.7070159393781,0.128960083734278,-2.49445555138453
"333","LSU",3,2010,1.77133081971792,2.01750592830241,7.59523809523809,10.223392383875,-2.0029243824753,-0.463349610619386
"334","Maine",3,2010,NA,NA,NA,NA,NA,NA
"335","Marshall",3,2010,1.95135230066737,1.77678571428571,8.24973656480506,7.89123376623377,-1.87575601050442,-0.518600177019533
"336","Maryland",3,2010,1.55459035939363,1.96647058823529,6.74646567876001,7.73529411764706,0.942782251905146,-3.11814160481245
"337","Miami (OH)",3,2010,1.74619883040936,1.79902945113788,8.40545808966862,7.88261378848728,-0.352746213116087,-1.40418542462936
"338","Michigan",3,2010,1.74788217173662,1.92042984786283,7.5648825567963,7.52952185462449,0.273908416333208,-1.16885013349576
"339","Michigan State",3,2010,1.44369633099141,1.99081237911025,6.82201405152225,7.97533849129594,0.32422820927005,-1.09554961334656
"340","Minnesota",3,2010,1.6952380952381,1.62035158891143,6.82222222222222,7.42968221771467,-0.185282760894621,0.379357846941965
"341","Mississippi State",3,2010,1.63282504012841,1.98237030133582,7.63182182985554,8.07805219012116,1.1026561719611,-2.7227151682974
"342","Missouri",3,2010,1.85294117647059,1.87058823529412,8.19607843137255,8.15294117647059,-0.640541775045403,-4.14867024917827
"343","Navy",3,2010,1.90015479876161,1.94193817878028,7.32520639834881,7.67126148705096,-1.85901096065511,-1.52909799002583
"344","NC State",3,2010,1.70758928571429,1.89139596136962,7.12159863945578,8.17137840210711,-0.255687503736646,-1.96490217874695
"345","Nebraska",3,2010,1.35541666666667,1.89129651860744,7.14333333333333,8.18367346938776,1.17971095888469,-3.41946257209927
"346","Nevada",3,2010,1.45130426504189,1.86901960784314,7.27584729626809,8.07647058823529,3.26749950505162,-3.24396505936299
"347","New Mexico",3,2010,2.0086685629148,1.42620040142041,9.85446295543817,6.47398486953837,-1.84518936052858,0.682741878738696
"348","North Carolina",3,2010,1.76635514018692,1.77922077922078,8.47663551401869,6.85714285714286,0.204358537035059,-2.70057363181957
"349","North Texas",3,2010,1.84011544011544,1.67054635081473,8.1988455988456,6.88963439682322,-1.15566867273572,0.0589149992359042
"350","Northern Illinois",3,2010,1.87206047032475,1.84872859366892,7.15957446808511,7.86870783601453,-1.33443246020876,-1.22658828434018
"351","Northwestern",3,2010,1.80681818181818,1.70967741935484,7.98863636363636,7.73118279569892,-1.91711077432745,0.732961716169966
"352","Notre Dame",3,2010,1.7085396039604,1.93320146074254,7.62357673267327,8.30061878677217,0.606908752461291,-2.75521254246731
"353","Ohio",3,2010,1.72028315110737,1.97849462365591,7.5650406504065,7.26390168970814,0.229243951224924,-2.12418293123335
"354","Ohio State",3,2010,1.77594339622642,1.89228636660143,7.58126072041166,8.40541422048271,0.666988042287932,-3.25518727281696
"355","Oklahoma",3,2010,1.64784283513097,1.89966863033873,7.47457627118644,8.05792832596956,1.23124753777974,-2.79044516038775
"356","Oklahoma State",3,2010,1.43126293995859,1.84722222222222,7.37412008281574,7.3013838013838,1.53207053826936,-2.43532007687959
"357","Ole Miss",3,2010,1.54416913546997,1.76690240452617,7.43145704282252,7.37142857142857,-0.0487890587225862,0.296513128228922
"358","Oregon",3,2010,1.42367661963047,1.99454486240026,6.93544866297653,9.15746621071487,0.163084321676585,-2.20879539802134
"359","Oregon State",3,2010,1.74285714285714,1.6039603960396,7.1,7.00990099009901,-1.93996405520814,1.89045753401478
"360","Penn State",3,2010,1.69685438863521,1.86363636363636,7.50786402841197,7.18872793872794,-0.661387922999817,-0.731304515897411
"361","Portland State",3,2010,1.96629213483146,1.33333333333333,9.26966292134832,7.15625,-3.5872528846782,2.30944321837104
"362","Purdue",3,2010,1.83423826253593,1.69959677419355,8.00260832534866,8.17883064516129,-1.47437374564964,-0.963796793551341
"363","Rice",3,2010,1.87388152678673,1.68187368187368,7.80745271265149,7.06038406038406,-0.407158473179189,0.0806113781382475
"364","San Diego State",3,2010,1.53594909862142,2.06089371044815,6.97603393425239,9.11797752808989,0.978011737123176,-1.9341751082029
"365","San José State",3,2010,2.11438631790744,1.4849364119027,8.42786720321932,6.60556858871466,-3.55562987106495,1.36937384728826
"366","SMU",3,2010,1.67613636363636,1.85630298058518,7.19318181818182,7.04696472518458,-0.394063483573109,-1.48246266551115
"367","South Carolina",3,2010,1.65415483393011,1.9156462585034,7.73151006297074,7.84132653061225,1.69482805797486,-3.06242263742399
"368","Southern Mississippi",3,2010,1.73248474647591,1.80779494382022,7.30086261308647,8.68995786516854,-0.647608023814218,-0.443589947375453
"369","Southern Utah",3,2010,1.92307692307692,1.64197530864198,7.28846153846154,7.34567901234568,-1.56496117637039,0.96420537075971
"370","Stanford",3,2010,1.48956400742115,1.95296981499513,6.13300092764378,9.19113924050633,1.29211935721326,-1.93471172421975
"371","Syracuse",3,2010,1.8,1.96081992734821,7.67368421052632,7.93915412558381,-2.03299384680965,-0.0948139728866532
"372","TCU",3,2010,1.38624986094115,1.83718199608611,6.76337746134164,8.41301369863014,1.83357392979006,-2.67298242343581
"373","Temple",3,2010,1.82251352476072,1.76587301587302,7.38479678180053,7.4918430335097,-0.310631871166257,-2.22389562306329
"374","Tennessee",3,2010,1.73993672957347,1.86595088080237,7.92712992254827,8.18619004757619,-0.127515731739471,-2.64178755533393
"375","Texas",3,2010,1.62087912087912,1.96350308641975,6.45054945054945,8.29776234567901,0.0636675001639448,-1.33812263697445
"376","Texas A&M",3,2010,1.5184654808562,2.11101398601399,6.72938649381972,8.57561188811189,1.02128179852684,-3.05247983609293
"377","Texas Tech",3,2010,1.59415464298927,1.86135301614274,6.76350351461339,8.93442013593883,0.328342018622219,-0.61496825905503
"378","Toledo",3,2010,2.0657962109575,1.66762070681931,8.17818740399386,7.56844201095072,-1.15093091232576,-0.313765870872304
"379","Troy",3,2010,1.68055555555556,1.57268170426065,7.77592592592593,7.96290726817043,-0.567730656551231,-0.554019628737326
"380","Tulsa",3,2010,1.47957516339869,1.74961855355508,6.91666666666667,7.97528227036924,1.06288687331443,-0.0461979966363912
"381","UAB",3,2010,1.84570791527313,1.65008576329331,7.02207357859532,7.27004716981132,-1.54607563240273,-0.92044417087556
"382","UCF",3,2010,1.56612576064909,1.86153017241379,7.09006085192698,8.38936781609195,1.40639333654054,-2.7442599034126
"383","UCLA",3,2010,1.87666083916084,1.74683673469388,7.86590909090909,6.64959183673469,-2.03308869402794,0.485282958060158
"384","UMass",3,2010,NA,NA,NA,NA,NA,NA
"385","UNLV",3,2010,1.96310863963109,1.56877434821696,8.02041231520412,6.54689841174708,-2.26414802594146,-1.23167851061839
"386","USC",3,2010,1.7322300596853,1.81321008056187,7.81836679327184,8.39723197686428,-0.174803000795898,-0.113087386850888
"387","Utah",3,2010,1.71353118712274,2.00862344298946,7.42303822937626,7.64973916746513,0.709177978080865,-2.2606463615324
"388","Utah State",3,2010,1.68713361633313,1.78484848484848,8.07403476854659,7.66111111111111,-0.434778232694939,-0.980255881002954
"389","Vanderbilt",3,2010,1.98916706788637,1.78512952101662,9.85066602471513,8.16098484848485,-0.199048021051932,-1.61119295372924
"390","Virginia Tech",3,2010,1.65102339181287,1.76533393911858,7.35599415204678,7.72626079054975,0.730183324496126,-0.695843956259802
"391","Wake Forest",3,2010,1.61798088410992,1.83087357569181,6.79032258064516,7.41036353771026,1.03435968135507,-2.36865230813117
"392","Washington",3,2010,1.82908580780921,1.85984807379273,7.14700724807108,7.99180683667933,-1.12687272476837,-0.823668778973217
"393","Washington State",3,2010,1.88505747126437,1.54591495461061,7.48465327775673,7.30415671285236,-1.60795585704775,0.159550893621124
"394","West Virginia",3,2010,1.76737711213518,2.03683868873742,7.34907834101382,8.82473222979552,-0.822665625837928,-1.67336899855366
"395","Western Kentucky",3,2010,1.82851307189542,1.32809065934066,8.34722222222222,5.96868131868132,-3.27988039651048,2.54913537873075
"396","Western Michigan",3,2010,1.77510822510823,1.80003217503217,6.79935064935065,8.01640926640927,-0.429050161355635,-0.837834768535719
"397","Wisconsin",3,2010,1.58056418838154,1.93131391086243,6.46294525460196,8.24792591163419,-1.22201426878158,-1.99680831173055
"398","Wyoming",3,2010,1.86473765432099,1.76923076923077,7.79158950617284,6.84752747252747,-0.943583165498116,-0.325261105547655
"399","Air Force",4,2010,1.57315347167151,1.80666323910125,7.06512963697242,8.23922632231752,1.0558301614631,-1.33322668824504
"400","Akron",4,2010,1.97264466762315,1.63103939635195,8.77159253945481,6.93648747555371,-1.41700366075891,-0.407185921553978
"401","Alabama",4,2010,1.3753572009386,2.09948848113774,6.65485289903895,8.1598360814555,1.16559127586712,-2.95203219778791
"402","Arizona",4,2010,1.54343275771847,2.01074002250473,7.05625327053898,8.07564461682109,0.18467011455071,-2.55416789209009
"403","Arizona State",4,2010,1.55799185238438,1.88545020478787,7.31959671299625,7.68754845916289,-0.108044466851861,-1.30514200797652
"404","Arkansas",4,2010,1.56906026983383,2.06132756132756,7.74889187230959,8.68939393939394,-0.687565348116187,-1.28948534012283
"405","Arkansas State",4,2010,1.81153043268982,1.60918835550415,7.82579716038998,7.42487372276846,-0.989304641054618,0.166660493711483
"406","Army",4,2010,1.83194192377495,1.72841591591592,6.59310344827586,8.76463963963964,0.567543536477247,-2.97838487408235
"407","Auburn",4,2010,1.65643056515267,1.86966802453528,8.0135196784284,7.82566995988825,0.287529869544565,-1.49956508469672
"408","Austin Peay",4,2010,1.76190476190476,1.39669421487603,8.57142857142857,6.47933884297521,-2.1383005714785,0.96408238588597
"409","Ball State",4,2010,1.7306686777275,1.70462425037481,7.5364648423472,7.97717287189738,-0.653066841144469,-1.06185100379173
"410","Baylor",4,2010,1.80644781144781,1.87573054286537,8.18295033670034,7.61204572580977,-0.699067026582488,-1.34513485841155
"411","Boise State",4,2010,1.61444600280505,1.85396700706991,7.5124824684432,8.43165750196387,-0.564817891619721,0.0574674351716801
"412","Boston College",4,2010,1.87755102040816,1.83823529411765,7.90816326530612,8.55882352941176,-0.0160155033024287,-2.77351110578739
"413","Bowling Green",4,2010,1.72946158499698,1.62567490764422,7.75151672284159,8.06425120772947,-1.10846156454544,-0.0253826923527449
"414","Buffalo",4,2010,1.88898882920622,1.96325659697753,8.24962135288222,7.53800847623522,-1.34554343718596,-1.70879401403263
"415","BYU",4,2010,1.90067525955403,1.75003271323099,7.64766155393513,7.63212764219717,-1.994686442664,-0.394368741804581
"416","California",4,2010,1.45614973262032,1.78603537649821,6.49557040998217,7.74905085564272,0.810124451432618,-1.24598026686037
"417","Central Arkansas",4,2010,NA,NA,NA,NA,NA,NA
"418","Charleston Southern",4,2010,NA,NA,NA,NA,NA,NA
"419","Cincinnati",4,2010,1.76089620547577,1.84553926360378,8.45219070365531,7.91350494189204,-1.24015562824277,-0.732784694373208
"420","Colorado State",4,2010,1.95992202729045,1.55358194854552,8.01086744639376,7.84781613035326,-2.47338208937794,0.882652359747575
"421","Connecticut",4,2010,1.7606290212562,1.88335344890644,6.96474383791457,7.94454502231,-1.61558241630315,-0.393903869099688
"422","Duke",4,2010,1.7213650059164,1.42566491791298,6.75613251474059,7.23296922715527,-0.0810569694518449,-0.132619423704665
"423","Eastern Michigan",4,2010,1.91140318851162,1.49942726231386,7.19763904101254,7.40301641848034,-1.18716650667624,0.473651224925558
"424","Florida",4,2010,1.63357244607245,1.84875330449411,7.65585571835572,8.40349074741649,0.0770223847763085,-1.78728175754284
"425","Florida Atlantic",4,2010,1.84544359694902,1.50239596469105,8.0692492974709,7.02421185372005,-1.09373713988284,-0.177488132793533
"426","Florida International",4,2010,1.98265517617541,1.87058538945331,9.62059561470492,7.84893565553943,-1.75758812538916,-0.675040627712187
"427","Florida State",4,2010,1.48757145850169,1.87015764301299,7.35889876587551,7.75265869059488,-0.0320059448491576,-1.74562719999272
"428","Fresno State",4,2010,1.74148148148148,1.90023352361183,7.50222222222222,8.31772184743124,0.176786000341678,-0.974546398519955
"429","Georgia",4,2010,1.78003504432076,1.91382912861786,7.52099567099567,8.00606787578619,-0.726358471947593,-1.57453578384052
"430","Georgia Tech",4,2010,1.66547967846142,1.76577729044834,6.58858087296221,7.31182992202729,-0.234614697488627,-0.356371249117061
"431","Hawai'i",4,2010,1.61857425386552,1.68807733619764,8.44631067961165,6.64181883279628,-0.578935669785191,0.818068484470744
"432","Houston",4,2010,1.36433807793532,1.69259576901086,6.86645903341256,7.08104345340194,0.414442559882859,-1.14155080586238
"433","Idaho",4,2010,1.63176019087349,1.80498007333015,7.94009421103017,8.48049099314522,-0.461576633859161,-2.65468908138684
"434","Indiana",4,2010,1.42338920900995,1.84445805266381,6.81764012572027,7.88946723821188,0.802585373576416,-1.01687077013519
"435","Iowa",4,2010,1.55356875888185,1.96915432839803,7.25874467088888,8.66938108576764,0.506220925155397,-2.53384908977356
"436","Iowa State",4,2010,1.8828072127196,1.74121272867361,8.38438325684884,6.8589195491644,-2.18126255830714,0.501418320304234
"437","Kansas",4,2010,1.93115082960815,1.8613492852349,7.8716234243486,7.4382100471251,-0.830929175117154,-1.14057247778369
"438","Kansas State",4,2010,1.59936290617014,1.82789438729806,6.91189120116831,7.65392920025948,1.36110944879258,-2.91836470724638
"439","Kentucky",4,2010,1.50554754330962,1.92583559168925,6.70861236527865,9.13463188798555,1.13052810329681,-1.90277746950881
"440","Louisiana",4,2010,2.0256338028169,1.67031644118321,7.80584507042254,7.73274478330658,-1.94897238069973,-1.50640219114569
"441","Louisiana Monroe",4,2010,1.91228070175439,1.70153486820153,8.31080542264753,7.76876876876877,-1.43580079505131,-0.0119824163346767
"442","Louisiana Tech",4,2010,1.8423513463836,1.70734820790138,7.83495772447385,7.42484954330491,-1.38330581942597,-0.0847743372080422
"443","LSU",4,2010,1.72789576015382,1.94886868650113,7.42246642246642,9.36148864239011,-1.27486939569792,-1.52002479353496
"444","Marshall",4,2010,1.86611892508259,1.71785714285714,8.52518669537728,7.51796536796537,-2.1245668909231,-0.23565088793226
"445","Maryland",4,2010,1.7213250797784,1.88915148360229,7.79444743880804,7.72913413152872,-0.394174213365322,-1.80886508348793
"446","Memphis",4,2010,1.93845475910693,1.40707143593444,8.01189776733255,6.91933821255541,-2.81527304549753,1.90749151897035
"447","Miami",4,2010,1.62042124542125,2.01859045504994,8.14285714285714,8.5618756936737,-0.302261441429617,-1.9553079397642
"448","Miami (OH)",4,2010,1.70228516404801,1.84408980953052,8.76026523246984,8.0094618239038,-0.210903958066057,-2.00176840195489
"449","Michigan",4,2010,1.62095098368939,1.78504847000379,7.08544913069121,7.33714155387664,0.934940848614301,-0.803496281839737
"450","Michigan State",4,2010,1.56502832322504,1.87413381908321,7.64095808563022,7.95766902655975,0.645596288371308,-1.35537809831017
"451","Middle Tennessee",4,2010,1.60030789175174,1.80952380952381,6.8475125587425,7.88571428571429,0.992795805906743,-1.7386829981357
"452","Minnesota",4,2010,1.71534391534392,1.57616935195721,7.25925925925926,7.72547920205368,0.236076577391951,-0.162633459593891
"453","Mississippi State",4,2010,1.69241476105179,1.86858874789909,7.63377493971046,7.7443424857218,-0.476020938481296,-1.75472991957933
"454","Missouri",4,2010,1.76805474665114,1.91214596949891,7.9247718889536,7.77091503267974,-0.717403896354594,-3.21501405321779
"455","NC State",4,2010,1.66364538239538,1.88694690107568,7.25951693808837,8.41913031685189,0.0870456684532945,-2.15700875683097
"456","Nebraska",4,2010,1.38588061465721,1.86580261734323,7.07427895981087,8.15537079029142,0.919148704766822,-2.26036690869432
"457","Nevada",4,2010,1.41681153901343,1.7597385620915,6.96650689316423,7.72549019607843,3.30219146393068,-2.31829057517366
"458","New Mexico",4,2010,1.99466793083209,1.38453520737264,9.28816048881063,6.41237545519425,-1.48066238002369,0.233525619695084
"459","New Mexico State",4,2010,1.91954022988506,1.7304347826087,8,7.51304347826087,-0.0405932838507947,-1.04662910799823
"460","North Carolina",4,2010,1.66095534787124,1.74516594516595,7.76609553478712,6.91746031746032,0.777304788378791,-1.66256169403826
"461","North Texas",4,2010,1.91142831142831,1.69990446376155,8.11454571454571,7.12182523006606,-2.16757191660288,0.156133044874121
"462","Northern Colorado",4,2010,NA,NA,NA,NA,NA,NA
"463","Northern Illinois",4,2010,1.78650185201137,1.80177411862572,7.54228041462084,7.90123593562017,-1.52345816962346,-0.295779657472763
"464","Northern Iowa",4,2010,NA,NA,NA,NA,NA,NA
"465","Notre Dame",4,2010,1.68595196898331,1.89136507639247,7.72316118747797,8.62669457579683,-0.220405854438272,-1.40736421278693
"466","Ohio",4,2010,1.75711184432799,1.84620730012435,7.89464248488639,7.19974398361495,-0.861032494943753,-1.19789209227874
"467","Ohio State",4,2010,1.71117314850468,1.87178065465737,7.41131667075063,8.45489153160386,0.662888556735453,-3.18398664430501
"468","Oklahoma",4,2010,1.65961799569787,1.84630686467027,7.66291883425631,7.9587577728686,1.23675724203158,-2.38861585541251
"469","Ole Miss",4,2010,1.67591073677796,1.81682382523967,7.33814307905339,7.73174603174603,-0.121639200203906,-0.632751040089721
"470","Oregon",4,2010,1.426993852615,2.04821509345203,6.67377993460972,9.38645895529139,0.625320843655789,-2.82850606341598
"471","Oregon State",4,2010,1.67263339070568,1.66056605660566,6.89939759036145,7.5958595859586,-0.37405916800585,0.126426230625421
"472","Penn State",4,2010,1.71947155320779,1.96037296037296,7.41700739149034,8.1044511044511,-0.516771223483272,-1.80112258676586
