"","year","week","team","opp_team","implied_total","opp_implied_total"
"511",2013,11,"Washington","Colorado",46.5,16.5
"512",2013,11,"Alabama","LSU",34,20
"513",2013,11,"UNLV","Utah State",20,36.5
"514",2013,11,"Arizona","UCLA",31,29.5
"515",2013,11,"Wyoming","Fresno State",36.75,44.25
"516",2013,11,"San José State","San Diego State",33,26.5
"517",2013,12,"Bowling Green","Ohio",30.25,21.75
"518",2013,12,"Toledo","Buffalo",30,24.5
"519",2013,12,"Kent State","Miami (OH)",34.75,15.25
"520",2013,12,"Northern Illinois","Ball State",40.5,32
"521",2013,12,"Clemson","Georgia Tech",36,25.5
"522",2013,12,"Tulsa","Marshall",24.75,38.25
"523",2013,12,"UCLA","Washington",32,29
"524",2013,12,"Oklahoma","Iowa State",36,13
"525",2013,12,"Wisconsin","Indiana",47.5,20.5
"526",2013,12,"Kansas","West Virginia",18.75,25.25
"527",2013,12,"Temple","UCF",21,38.5
"528",2013,12,"Illinois","Ohio State",16.5,50.5
"529",2013,12,"Western Michigan","Central Michigan",23.75,26.75
"530",2013,12,"Ole Miss","Troy",48.75,20.75
"531",2013,12,"Penn State","Purdue",34.75,13.25
"532",2013,12,"Vanderbilt","Kentucky",31.25,20.25
"533",2013,12,"Boston College","NC State",29.25,22.25
"534",2013,12,"Southern Mississippi","Florida Atlantic",16.75,33.75
"535",2013,12,"Virginia Tech","Maryland",29.25,15.25
"536",2013,12,"Pittsburgh","North Carolina",27.25,26.25
"537",2013,12,"UMass","Akron",21.25,28.25
"538",2013,12,"East Carolina","UAB",47.75,19.75
"539",2013,12,"Arizona","Washington State",37,26
"540",2013,12,"Georgia State","Louisiana",19.25,40.25
"541",2013,12,"SMU","Connecticut",35.25,20.75
"542",2013,12,"Texas","Oklahoma State",29.25,32.25
"543",2013,12,"Duke","Miami",30.25,33.75
"544",2013,12,"Florida State","Syracuse",48.25,10.75
"545",2013,12,"Auburn","Georgia",34.5,31.5
"546",2013,12,"Nebraska","Michigan State",17.75,23.25
"547",2013,12,"Kansas State","TCU",28.25,16.75
"548",2013,12,"Navy","South Alabama",33,26
"549",2013,12,"Northwestern","Michigan",25.5,23
"550",2013,12,"Oregon","Utah",46.25,17.75
"551",2013,12,"Colorado","California",34,33
"552",2013,12,"New Mexico","Colorado State",27.75,34.75
"553",2013,12,"South Florida","Memphis",19.5,21
"554",2013,12,"Rice","Louisiana Tech",32.75,18.25
"555",2013,12,"Louisville","Houston",38.5,22
"556",2013,12,"South Carolina","Florida",28.75,13.25
"557",2013,12,"Baylor","Texas Tech",56,28
"558",2013,12,"Arkansas State","Texas State",29.5,22
"559",2013,12,"Mississippi State","Alabama",15.25,38.75
"560",2013,12,"USC","Stanford",20.75,24.25
"561",2013,12,"UTEP","Florida International",26.25,20.75
"562",2013,12,"Arizona State","Oregon State",39.25,25.75
"563",2013,12,"Boise State","Wyoming",47,23
"564",2013,12,"Hawai'i","San Diego State",27.25,32.75
"565",2013,12,"Nevada","San José State",30.25,36.75
"566",2013,13,"Ohio","Kent State",30,23.5
"567",2013,13,"Miami (OH)","Buffalo",12,36
"568",2013,13,"Toledo","Northern Illinois",36.25,37.25
"569",2013,13,"UAB","Rice",23.25,40.25
"570",2013,13,"UCF","Rutgers",39.75,19.75
"571",2013,13,"Air Force","UNLV",30.25,28.25
"572",2013,13,"San José State","Navy",30.75,29.75
"573",2013,13,"Northwestern","Michigan State",17.25,23.75
"574",2013,13,"Kansas State","Oklahoma",29.5,24
"575",2013,13,"Louisville","Memphis",33.5,10
"576",2013,13,"Wake Forest","Duke",21.5,28
"577",2013,13,"Houston","Cincinnati",31.25,28.75
"578",2013,13,"Iowa","Michigan",26.5,20.5
"579",2013,13,"Miami","Virginia",39.25,18.75
"580",2013,13,"Purdue","Illinois",24,30.5
"581",2013,13,"Arkansas","Mississippi State",23.75,26.25
"582",2013,13,"NC State","East Carolina",25.25,29.75
"583",2013,13,"Syracuse","Pittsburgh",25.5,24.5
"584",2013,13,"Eastern Michigan","Bowling Green",14,40.5
"585",2013,13,"Central Michigan","UMass",30.5,17.5
"586",2013,13,"Wyoming","Hawai'i",34.25,28.75
"587",2013,13,"Florida Atlantic","New Mexico State",40.25,16.75
"588",2013,13,"Arkansas State","Georgia State",40.75,16.75
"589",2013,13,"Ohio State","Indiana",57,23.5
"590",2013,13,"Minnesota","Wisconsin",17.75,33.25
"591",2013,13,"Arizona","Oregon",24.75,45.25
"592",2013,13,"Florida State","Idaho",64.25,5.75
"593",2013,13,"LSU","Texas A&M",39.25,35.75
"594",2013,13,"Utah State","Colorado State",34,23.5
"595",2013,13,"Washington State","Utah",27,25
"596",2013,13,"North Texas","UT San Antonio",29.25,19.25
"597",2013,13,"Maryland","Boston College",27.25,25.25
"598",2013,13,"Notre Dame","BYU",25,28
"599",2013,13,"Southern Mississippi","Middle Tennessee",15.25,39.25
"600",2013,13,"Tulane","UTEP",32,16
"601",2013,13,"Stanford","California",45.25,13.75
"602",2013,13,"Fresno State","New Mexico",51.5,17
"603",2013,13,"Florida International","Marshall",11.5,44
"604",2013,13,"Georgia","Kentucky",43,18
"605",2013,13,"South Alabama","Louisiana Monroe",30,26.5
"606",2013,13,"Texas State","Western Kentucky",22.5,28
"607",2013,13,"Temple","Connecticut",30.25,23.25
"608",2013,13,"Louisiana Tech","Tulsa",25.25,27.75
"609",2013,13,"Tennessee","Vanderbilt",25.75,23.25
"610",2013,13,"South Florida","SMU",25.25,30.25
"611",2013,13,"UCLA","Arizona State",29.5,32.5
"612",2013,13,"Ole Miss","Missouri",28.75,29.75
"613",2013,13,"Oklahoma State","Baylor",35.25,42.75
"614",2013,13,"Iowa State","Kansas",25,21
"615",2013,13,"Colorado","USC",16.75,37.75
"616",2013,13,"Oregon State","Washington",29.25,30.75
"617",2013,13,"San Diego State","Boise State",25,32
"618",2013,14,"Northern Illinois","Western Michigan",49.75,14.25
"619",2013,14,"Mississippi State","Ole Miss",24.75,28.75
"620",2013,14,"Texas","Texas Tech",37,31
"621",2013,14,"Nebraska","Iowa",25,22
"622",2013,14,"Houston","SMU",36,27.5
"623",2013,14,"Marshall","East Carolina",36.5,33.5
"624",2013,14,"Akron","Toledo",23.5,34.5
"625",2013,14,"Ball State","Miami (OH)",47.75,12.75
"626",2013,14,"Buffalo","Bowling Green",24.25,27.75
"627",2013,14,"Central Michigan","Eastern Michigan",37.5,20
"628",2013,14,"Troy","Texas State",32.5,24
"629",2013,14,"Ohio","UMass",35.75,16.25
"630",2013,14,"LSU","Arkansas",41.25,13.25
"631",2013,14,"Florida Atlantic","Florida International",36.25,8.25
"632",2013,14,"Washington","Washington State",41.75,24.25
"633",2013,14,"Pittsburgh","Miami",27.25,28.75
"634",2013,14,"San José State","Fresno State",31,41.5
"635",2013,14,"Oregon","Oregon State",46.75,22.75
"636",2013,14,"UCF","South Florida",38.75,11.25
"637",2013,14,"Florida","Florida State",11.25,39.25
"638",2013,14,"Michigan","Ohio State",20,37
"639",2013,14,"Michigan State","Minnesota",29.5,12.5
"640",2013,14,"North Carolina","Duke",33.75,28.75
"641",2013,14,"Connecticut","Rutgers",22.5,25
"642",2013,14,"Memphis","Temple",29,21
"643",2013,14,"Kansas","Kansas State",17.25,34.75
"644",2013,14,"Vanderbilt","Wake Forest",28.25,14.25
"645",2013,14,"NC State","Maryland",23.5,26.5
"646",2013,14,"UAB","Southern Mississippi",39,24.5
"647",2013,14,"Georgia State","South Alabama",26.5,34
"648",2013,14,"Colorado State","Air Force",39.5,22.5
"649",2013,14,"Utah State","Wyoming",41.25,17.25
"650",2013,14,"Utah","Colorado",36.25,19.75
"651",2013,14,"Tulsa","North Texas",22.75,26.75
"652",2013,14,"Nevada","BYU",25.25,40.75
"653",2013,14,"Rice","Tulane",29.5,19.5
"654",2013,14,"UT San Antonio","Louisiana Tech",34.25,18.25
"655",2013,14,"Indiana","Purdue",43.5,23.5
"656",2013,14,"Georgia Tech","Georgia",28,30.5
"657",2013,14,"Auburn","Alabama",21.25,31.25
"658",2013,14,"New Mexico State","Idaho",33.5,30.5
"659",2013,14,"Syracuse","Boston College",24.5,27
"660",2013,14,"Illinois","Northwestern",27.75,31.75
"661",2013,14,"Virginia","Virginia Tech",15,26.5
"662",2013,14,"TCU","Baylor",25.5,39.5
"663",2013,14,"Wisconsin","Penn State",37.25,12.25
"664",2013,14,"West Virginia","Iowa State",30.5,23
"665",2013,14,"Western Kentucky","Arkansas State",30.75,24.75
"666",2013,14,"South Carolina","Clemson",32,30
"667",2013,14,"Louisiana","Louisiana Monroe",37,19.5
"668",2013,14,"Kentucky","Tennessee",24.25,27.75
"669",2013,14,"Stanford","Notre Dame",33,16.5
"670",2013,14,"Missouri","Texas A&M",38.5,34
"671",2013,14,"USC","UCLA",28.25,24.25
"672",2013,14,"Arizona State","Arizona",35.75,25.75
"673",2013,14,"Boise State","New Mexico",53.75,15.75
"674",2013,14,"UNLV","San Diego State",25.25,28.75
"675",2013,14,"Hawai'i","Army",33.5,28
"676",2013,15,"Cincinnati","Louisville",23,26
"677",2013,15,"Northern Illinois","Bowling Green",30.5,27.5
"678",2013,15,"Oklahoma State","Oklahoma",33.5,23.5
"679",2013,15,"Rice","Marshall",29,35.5
"680",2013,15,"SMU","UCF",21.75,35.25
"681",2013,15,"Connecticut","Memphis",20,21.5
"682",2013,15,"Baylor","Texas",44.25,26.75
"683",2013,15,"Auburn","Missouri",28.75,30.75
"684",2013,15,"Rutgers","South Florida",24,20
"685",2013,15,"Arizona State","Stanford",27.75,24.75
"686",2013,15,"Florida State","Duke",48,18
"687",2013,15,"South Alabama","Louisiana",31.25,28.25
"688",2013,15,"Michigan State","Ohio State",24,29.5
"689",2013,15,"Fresno State","Utah State",31.75,29.25
"690",2013,16,"Navy","Army",31.5,18
"691",2014,1,"Hawai'i","Washington",19.25,36.75
"692",2014,1,"Notre Dame","Rice",36,17
"693",2014,1,"UMass","Boston College",15.75,32.75
"694",2014,1,"Miami (OH)","Marshall",19.25,43.25
"695",2014,1,"Tennessee","Utah State",27.25,23.75
"696",2014,1,"Louisville","Miami",30.5,25
"697",2014,1,"New Mexico","UTEP",33.25,23.25
"698",2014,1,"Baylor","SMU",53.25,21.75
"699",2014,1,"Vanderbilt","Temple",29.25,20.75
"700",2014,1,"Connecticut","BYU",19.25,34.75
"701",2014,1,"Western Kentucky","Bowling Green",28.25,35.25
"702",2014,1,"Houston","UT San Antonio",31.75,24.25
"703",2014,1,"Colorado","Colorado State",28.25,25.75
"704",2014,1,"Arizona","UNLV",40.5,18.5
"705",2014,1,"Virginia","UCLA",16.25,34.25
"706",2014,1,"UCF","Penn State",22.5,21
"707",2014,1,"South Carolina","Texas A&M",35.25,25.75
"708",2014,1,"Ole Miss","Boise State",30.75,21.25
"709",2014,1,"Louisiana Monroe","Wake Forest",23,21.5
"710",2014,1,"Tulsa","Tulane",25.5,21
"711",2014,1,"Washington State","Rutgers",34.25,26.75
"712",2014,1,"Navy","Ohio State",20,33.5
"713",2014,1,"Michigan","Appalachian State",40.75,12.75
"714",2014,1,"Purdue","Western Michigan",28.75,21.25
"715",2014,1,"UAB","Troy",28.5,31
"716",2014,1,"NC State","Georgia Southern",39.25,18.75
"717",2014,1,"Oklahoma State","Florida State",23.5,41.5
"718",2014,1,"Alabama","West Virginia",38,15.5
"719",2014,1,"Oklahoma","Louisiana Tech",45,11
"720",2014,1,"Auburn","Arkansas",36.5,19.5
"721",2014,1,"Georgia","Clemson",32.5,23
"722",2014,1,"LSU","Wisconsin",26.25,23.25
"723",2014,1,"USC","Fresno State",38.25,19.75
"724",2014,1,"Nebraska","Florida Atlantic",36,16
"725",2014,1,"Northwestern","California",35.75,27.75
"726",2014,1,"Kent State","Ohio",25,22
"727",2014,1,"Mississippi State","Southern Mississippi",42.75,11.75
"728",2014,1,"Texas","North Texas",34,13.5
"729",2014,2,"Georgia State","New Mexico State",33.75,30.75
"730",2014,2,"Illinois","Western Kentucky",36,32.5
"731",2014,2,"Penn State","Akron",33,18.5
"732",2014,2,"Purdue","Central Michigan",28,25
"733",2014,2,"Army","Buffalo",27.5,24.5
"734",2014,2,"Tennessee","Arkansas State",37.25,21.25
"735",2014,2,"Temple","Navy",27.75,30.75
"736",2014,2,"Florida","Eastern Michigan",48.5,8
"737",2014,2,"Hawai'i","Oregon State",25.25,34.25
"738",2014,2,"UTEP","Texas Tech",22,43
"739",2014,2,"UT San Antonio","Arizona",23.75,31.25
"740",2014,2,"Iowa State","Kansas State",21.5,33
"741",2014,2,"Boston College","Pittsburgh",22.5,27.5
"742",2014,2,"Nevada","Washington State",32,35
"743",2014,2,"Alabama","Florida Atlantic",47.25,5.25
"744",2014,2,"Tulsa","Oklahoma",16.5,40.5
"745",2014,2,"North Texas","SMU",23.75,21.25
"746",2014,2,"Vanderbilt","Ole Miss",16.5,34
"747",2014,2,"UMass","Colorado",16.5,34
"748",2014,2,"Mississippi State","UAB",43.25,14.25
"749",2014,2,"Utah","Fresno State",38.75,25.75
"750",2014,2,"Stanford","USC",27.75,24.75
"751",2014,2,"South Florida","Maryland",20.5,31.5
"752",2014,2,"Iowa","Ball State",34.75,17.25
"753",2014,2,"Minnesota","Middle Tennessee",32,18.5
"754",2014,2,"Northwestern","Northern Illinois",33.25,26.25
"755",2014,2,"Kentucky","Ohio",32.5,19.5
"756",2014,2,"Tulane","Georgia Tech",23.75,31.25
"757",2014,2,"New Mexico","Arizona State",21.5,45.5
"758",2014,2,"South Carolina","East Carolina",39.5,25.5
"759",2014,2,"North Carolina","San Diego State",37.25,22.75
"760",2014,2,"NC State","Old Dominion",40.75,25.25
"761",2014,2,"Troy","Duke",23.25,40.75
"762",2014,2,"Louisiana","Louisiana Tech",37.25,21.25
"763",2014,2,"Louisiana Monroe","Idaho",30.75,19.75
"764",2014,2,"Texas","BYU",24.25,23.25
"765",2014,2,"Wyoming","Air Force",25,26
"766",2014,2,"Boise State","Colorado State",31.25,23.75
"767",2014,2,"Toledo","Missouri",28.75,32.25
"768",2014,2,"Kent State","South Alabama",25.75,27.75
"769",2014,2,"Oregon","Michigan State",35.5,21.5
"770",2014,2,"Auburn","San José State",50,17
"771",2014,2,"Ohio State","Virginia Tech",28,18
"772",2014,2,"UCLA","Memphis",38.75,17.25
"773",2014,2,"Notre Dame","Michigan",30,26
"774",2014,3,"Florida International","Pittsburgh",10.5,35
"775",2014,3,"BYU","Houston",39.5,22.5
"776",2014,3,"North Texas","Louisiana Tech",25.5,22.5
"777",2014,3,"Buffalo","Baylor",18.25,51.75
"778",2014,3,"Cincinnati","Toledo",33.75,24.25
"779",2014,3,"Oregon","Wyoming",52.5,10.5
"780",2014,3,"Alabama","Southern Mississippi",51.75,4.75
"781",2014,3,"Oklahoma","Tennessee",39.5,18.5
"782",2014,3,"South Carolina","Georgia",25.75,32.25
"783",2014,3,"Texas A&M","Rice",50.5,19.5
"784",2014,3,"Boston College","USC",20.5,37.5
"785",2014,3,"LSU","Louisiana Monroe",40,9.5
"786",2014,3,"Notre Dame","Purdue",44.75,14.75
"787",2014,3,"Texas","UCLA",21,29.5
"788",2014,3,"Ole Miss","Louisiana",42.75,16.25
"789",2014,3,"Stanford","Army",40.75,12.25
"790",2014,3,"Colorado","Arizona State",26.5,42
"791",2014,3,"Missouri","UCF",32,21.5
"792",2014,3,"Virginia","Louisville",20.25,24.25
"793",2014,3,"Ohio State","Kent State",40.25,8.75
"794",2014,3,"Connecticut","Boise State",18.5,33
"795",2014,3,"Georgia Tech","Georgia Southern",35.25,19.75
"796",2014,3,"Central Michigan","Syracuse",23,27.5
"797",2014,3,"Maryland","West Virginia",32,29
"798",2014,3,"Bowling Green","Indiana",33.25,41.75
"799",2014,3,"Marshall","Ohio",39,18.5
"800",2014,3,"Vanderbilt","UMass",32.5,16
"801",2014,3,"Georgia State","Air Force",26,38
"802",2014,3,"South Florida","NC State",25,27.5
"803",2014,3,"Duke","Kansas",33.5,23
"804",2014,3,"Miami","Arkansas State",33,19
"805",2014,3,"Iowa","Iowa State",31.25,18.25
"806",2014,3,"Michigan","Miami (OH)",41,9
"807",2014,3,"TCU","Minnesota",33.5,16.5
"808",2014,3,"Washington","Illinois",38.5,25.5
"809",2014,3,"South Alabama","Mississippi State",20.5,34.5
"810",2014,3,"Idaho","Western Michigan",30.5,27.5
"811",2014,3,"Old Dominion","Eastern Michigan",45.75,25.25
"812",2014,3,"Florida Atlantic","Tulsa",25.75,26.75
"813",2014,3,"Utah State","Wake Forest",30.25,14.75
"814",2014,3,"Oklahoma State","UT San Antonio",33.75,21.75
"815",2014,3,"UNLV","Northern Illinois",25.75,35.75
"816",2014,3,"Florida","Kentucky",35.75,18.25
"817",2014,3,"Rutgers","Penn State",24.75,28.25
"818",2014,3,"UTEP","New Mexico State",32.75,22.25
"819",2014,3,"Texas State","Navy",25.5,31.5
"820",2014,3,"Fresno State","Nebraska",25,36
"821",2014,3,"Arizona","Nevada",42.5,23
"822",2014,3,"Virginia Tech","East Carolina",31.75,22.25
"823",2014,4,"Kansas State","Auburn",28.5,35.5
"824",2014,4,"South Florida","Connecticut",22,20.5
"825",2014,4,"Florida State","Clemson",32.25,22.75
"826",2014,4,"Washington State","Oregon",29,50.5
"827",2014,4,"Alabama","Florida",32.25,18.25
"828",2014,4,"West Virginia","Oklahoma",29.25,36.75
"829",2014,4,"SMU","Texas A&M",13.5,47
"830",2014,4,"LSU","Mississippi State",27.5,20.5
"831",2014,4,"Michigan State","Eastern Michigan",48.5,5
"832",2014,4,"Vanderbilt","South Carolina",14.5,37.5
"833",2014,4,"Missouri","Indiana",43,29
"834",2014,4,"BYU","Virginia",32,17.5
"835",2014,4,"Nebraska","Miami",30.75,23.25
"836",2014,4,"Virginia Tech","Georgia Tech",30.25,22.75
"837",2014,4,"Pittsburgh","Iowa",26,19.5
"838",2014,4,"Rice","Old Dominion",35,28.5
"839",2014,4,"Duke","Tulane",35.25,18.75
"840",2014,4,"Syracuse","Maryland",27.75,26.25
"841",2014,4,"Colorado","Hawai'i",33.25,24.75
"842",2014,4,"East Carolina","North Carolina",32.75,33.75
"843",2014,4,"Florida International","Louisville",9.75,35.25
"844",2014,4,"Wake Forest","Army",23,25.5
"845",2014,4,"Kansas","Central Michigan",25.25,19.75
"846",2014,4,"Michigan","Utah",28,25
"847",2014,4,"Navy","Rutgers",30.75,24.75
"848",2014,4,"Illinois","Texas State",36.5,26
"849",2014,4,"Minnesota","San José State",28.25,20.75
"850",2014,4,"Penn State","UMass",37.25,10.25
"851",2014,4,"Wyoming","Florida Atlantic",25.5,22.5
"852",2014,4,"Washington","Georgia State",52.75,18.25
"853",2014,4,"Cincinnati","Miami (OH)",45.75,15.75
"854",2014,4,"Memphis","Middle Tennessee",36,24.5
"855",2014,4,"Southern Mississippi","Appalachian State",28,31
"856",2014,4,"Toledo","Ball State",37,23
"857",2014,4,"Ohio","Idaho",33.75,23.25
"858",2014,4,"Arkansas","Northern Illinois",39,25.5
"859",2014,4,"Arkansas State","Utah State",24.5,21.5
"860",2014,4,"South Alabama","Georgia Southern",28.25,29.25
"861",2014,4,"New Mexico State","New Mexico",30,34
"862",2014,4,"Houston","UNLV",42.75,21.75
"863",2014,4,"Arizona","California",38.75,31.25
"864",2014,4,"Boise State","Louisiana",39.25,21.75
"865",2014,4,"Oregon State","San Diego State",34.25,24.25
"866",2014,4,"Georgia","Troy",52.5,11.5
"867",2014,4,"Wisconsin","Bowling Green",44.5,19
"868",2014,4,"Akron","Marshall",25.25,35.25
"869",2014,5,"Georgia Southern","Appalachian State",38.75,21.75
"870",2014,5,"Old Dominion","Middle Tennessee",35,34
"871",2014,5,"New Mexico","Fresno State",30,36
"872",2014,5,"NC State","Florida State",22.25,38.75
"873",2014,5,"Auburn","Louisiana Tech",46.75,14.25
"874",2014,5,"Texas A&M","Arkansas",41.25,31.75
"875",2014,5,"Iowa State","Baylor",25.75,46.75
"876",2014,5,"Arizona State","UCLA",30.75,33.75
"877",2014,5,"Oklahoma State","Texas Tech",42.25,27.75
"878",2014,5,"Syracuse","Notre Dame",22,31
"879",2014,5,"Michigan State","Wyoming",37,9
"880",2014,5,"Ole Miss","Memphis",40,19
"881",2014,5,"Georgia","Tennessee",38,19
"882",2014,5,"South Carolina","Missouri",33.75,27.25
"883",2014,5,"Washington","Stanford",20.5,28
"884",2014,5,"LSU","New Mexico State",50.25,7.25
"885",2014,5,"USC","Oregon State",32,24.5
"886",2014,5,"Wisconsin","South Florida",41.75,8.75
"887",2014,5,"Nebraska","Illinois",39.5,18.5
"888",2014,5,"Ohio State","Cincinnati",39,22
"889",2014,5,"Kansas State","UTEP",40.5,12.5
"890",2014,5,"SMU","TCU",8,39
"891",2014,5,"Rutgers","Tulane",33,19.5
"892",2014,5,"Purdue","Iowa",20,27.5
"893",2014,5,"Penn State","Northwestern",28.75,18.25
"894",2014,5,"Kentucky","Vanderbilt",32,15.5
"895",2014,5,"Boston College","Colorado State",31,25
"896",2014,5,"Virginia Tech","Western Michigan",34.5,14.5
"897",2014,5,"Pittsburgh","Akron",38.25,17.25
"898",2014,5,"Indiana","Maryland",36,34
"899",2014,5,"UMass","Bowling Green",32.5,38
"900",2014,5,"Virginia","Kent State",36,10
"901",2014,5,"Louisville","Wake Forest",32.5,11.5
"902",2014,5,"Michigan","Minnesota",26.75,16.75
"903",2014,5,"UAB","Florida International",33.5,20
"904",2014,5,"Navy","Western Kentucky",36.75,29.25
"905",2014,5,"Buffalo","Miami (OH)",29.25,22.75
"906",2014,5,"Connecticut","Temple",20.5,26.5
"907",2014,5,"California","Colorado",37.75,23.75
"908",2014,5,"Kansas","Texas",15.75,26.25
"909",2014,5,"Florida Atlantic","UT San Antonio",20.5,24.5
"910",2014,5,"Idaho","South Alabama",28,31
"911",2014,5,"Clemson","North Carolina",38.75,24.75
"912",2014,5,"Southern Mississippi","Rice",25,33.5
"913",2014,5,"Toledo","Central Michigan",34.25,24.25
"914",2014,5,"Air Force","Boise State",22.25,35.25
"915",2014,5,"Louisiana Monroe","Troy",34.5,21
"916",2014,5,"Miami","Duke",31,27.5
"917",2014,5,"Tulsa","Texas State",34,31
"918",2014,5,"San Diego State","UNLV",36.75,18.25
"919",2014,5,"Utah","Washington State",36.5,24.5
"920",2014,5,"San José State","Nevada",24.5,31
"921",2014,6,"Oregon","Arizona",51.25,30.25
"922",2014,6,"Houston","UCF",25.25,23.25
"923",2014,6,"Florida International","Florida Atlantic",20.25,26.75
"924",2014,6,"Syracuse","Louisville",22.5,24
"925",2014,6,"Fresno State","San Diego State",31,27.5
"926",2014,6,"Florida State","Wake Forest",46.5,9
"927",2014,6,"Ole Miss","Alabama",24.5,28.5
"928",2014,6,"TCU","Oklahoma",26.75,29.75
"929",2014,6,"Auburn","LSU",30.75,23.75
"930",2014,6,"Mississippi State","Texas A&M",36,33.5
"931",2014,6,"Texas","Baylor",21.5,35.5
"932",2014,6,"UCLA","Utah",38.5,25.5
"933",2014,6,"Notre Dame","Stanford",21.75,24.25
"934",2014,6,"Michigan State","Nebraska",29.5,23
"935",2014,6,"Georgia","Vanderbilt",43.25,9.75
"936",2014,6,"USC","Arizona State",39.25,27.75
"937",2014,6,"Northwestern","Wisconsin",20.25,27.75
"938",2014,6,"Maryland","Ohio State",26.25,32.75
